"dgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_d","colegios_count_d","paraderos_count_d","parques_count_d","estaciones_count_d","viasprincipales_count_d","viassecudarias_count_d","viviendas_count_d","hogares_count_d","personas_count_d","comercial_count_d","lotes_count_d"
4,"2014-12-01",1,"Habil","Moderado Trafico","No",1,14.2,19.2,10,70,0,12.1,13.1,25.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-04-02",1,"Habil","Normal Trafico","No",2,14.7,20,11,67,0,9.8,12.8,27.8,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-02",1,"Sabado","Normal Trafico","No",2,13.8,17,11,72,NA,10,16.7,42.4,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-02",1,"Habil","Normal Trafico","No",2,13.8,18.3,9.8,68,0,11.3,14.1,33.5,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-03",1,"DomingoFestivo","Normal Trafico","No",3,12.7,18,9,70,0,10,13.5,37,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-04",1,"DomingoFestivo","Normal Trafico","No",4,12.8,21.7,5,71,0,12.2,9.8,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-07-04",1,"VisperaDescanso","Bajo Trafico","Partido Colombia",4,13.7,20,8,71,NA,12.4,11.9,25.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-02-05",1,"Habil","Normal Trafico","No",5,13.9,21.4,7,74,0,10.6,10.7,28.7,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-05",1,"Habil","Normal Trafico","No",5,14.3,19,11,81,0.25,9.2,9.1,22.2,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-06-05",1,"Habil","Moderado Trafico","No",5,14.9,20,9.9,72,NA,11.6,11.5,29.4,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-05",1,"DomingoFestivo","Moderado Trafico","No",5,13.9,20.1,8,78,8.89,10.5,9.1,25.9,0,0,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-05",2,"Habil","Normal Trafico","No",5,14.9,21,12,79,0.25,10.9,8.7,18.3,0,0,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-06-06",1,"VisperaDescanso","Moderado Trafico","No",6,14,19.8,10.8,78,0,11.6,9.4,20.6,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-07",1,"Habil","Normal Trafico","No",7,14.8,19,11.9,81,7.87,10.1,6.7,18,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-07",2,"DomingoFestivo","Normal Trafico","No",7,13.2,18.4,8,72,1.02,11.3,13.1,28.7,40.7,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-04-08",2,"Habil","Normal Trafico","No",8,14.9,19,11.7,72,0.25,10.3,10.9,22.2,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-08",1,"VisperaDescanso","Normal Trafico","No",8,13.2,19,9.8,72,NA,11.3,10.6,25.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-09",2,"VisperaDescanso","Normal Trafico","No",9,13.8,18.6,11.4,84,11.94,8.5,8.5,20.6,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-06-09",1,"Habil","Moderado Trafico","No",9,13.8,20,9.8,74,2.03,11.3,10.6,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-09",2,"Habil","Normal Trafico","No",9,12.6,20,5.6,65,0,12.2,10.9,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-09",1,"DomingoFestivo","Normal Trafico","No",9,14.5,19,11,81,4.06,9.7,8,22.2,0,1,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-10",1,"Habil","Normal Trafico","No",10,13.6,19,7,77,0,10.3,10.4,28.7,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-10",1,"Sabado","Normal Trafico","No",10,14.4,18.4,11.9,82,1.02,9.7,9.4,28.7,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-10",1,"Habil","Normal Trafico","No",10,13,19.5,5,68,0,12.1,8.7,14.8,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-04-11",1,"VisperaDescanso","Normal Trafico","No",11,13.9,19.5,8.9,68,0,12.2,14.3,25.9,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-11",1,"Habil","Normal Trafico","No",11,14.3,20,11,80,37.08,9.8,8.7,25.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-12",1,"Habil","Normal Trafico","No",12,13.6,24,9,72,NA,10.5,13,29.4,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-12",1,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-12",1,"Habil","Normal Trafico","No",12,14.3,19.5,11,77,0,12.1,10,25.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-12-12",1,"VisperaDescanso","Moderado Trafico","No",12,14.2,18,10.5,74,3.05,12.1,10.2,22.2,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-13",1,"Habil","Normal Trafico","No",13,14.7,20,8.5,75,14.99,10.8,9.3,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-07-13",1,"DomingoFestivo","Bajo Trafico","No",13,11.9,14,10,82,0,10,8.9,11.1,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-13",1,"Habil","Normal Trafico","No",13,14.1,19,10,66,0,11.1,13.9,25.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-14",1,"Habil","Normal Trafico","No",14,15.7,20,11.7,67,0,11.6,10.9,18.3,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-14",1,"Habil","Normal Trafico","No",14,13.8,19.4,9.7,64,0,11.3,14.8,31.7,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-14",1,"DomingoFestivo","Normal Trafico","No",14,14.3,19,10.5,67,3.05,11.1,11.9,27.8,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-14",2,"Habil","Normal Trafico","No",14,14.7,20,9,66,0,12.4,14.4,32.4,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-02-15",1,"Sabado","Normal Trafico","No",15,13.7,21,9,71,0,10,12,27.8,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-15",1,"Sabado","Normal Trafico","No",15,14,18,12,87,0,6,8.5,22.2,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-06-15",2,"DomingoFestivo","Moderado Trafico","No",15,13.6,19.8,9,74,1.02,11.9,14.6,33.5,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-15",1,"VisperaDescanso","Normal Trafico","No",15,14.8,18,12,58,0,12.4,19.4,32.4,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-15",1,"Sabado","Moderado Trafico","No",15,12.4,19,4.8,80,0.51,9.8,7.2,22.2,0,1,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-16",1,"Habil","Normal Trafico","No",16,13.1,18.6,6,66,0,12.2,10.7,24.1,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-17",1,"VisperaDescanso","Moderado Trafico","No",17,14.3,20.7,9,68,0,10.5,11.5,28.7,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-04-17",1,"FestivoEntreSemana","Bajo Trafico","No",17,13.8,19.4,10.9,81,18.03,9.7,9.1,20.6,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-17",1,"DomingoFestivo","Moderado Trafico","No",17,14.4,19,9,70,0,11.1,15,46.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-17",2,"VisperaDescanso","Normal Trafico","No",17,14.1,19.6,9,73,3.05,10.9,8.9,22.2,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-18",1,"Sabado","Moderado Trafico","No",18,14.3,19.6,11,68,0,11.6,10.4,18.3,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-18",1,"Sabado","Normal Trafico","No",18,13.9,17,10.9,77,0,11.6,9.3,27.8,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-19",1,"Habil","Normal Trafico","No",19,13.4,18.7,9,77,0,11.6,10.9,25.9,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-07-19",1,"Sabado","Bajo Trafico","No",19,14.2,18,9,64,0,11.6,16.9,39.6,44.6,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-19",2,"VisperaDescanso","Normal Trafico","Amor y Amistad",19,13.6,19,8.6,78,0.25,11.4,8.1,29.4,0,1,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-19",1,"DomingoFestivo","Normal Trafico","No",19,13.3,17.4,11,84,20.07,9.5,7.6,14.8,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-20",1,"Habil","Moderado Trafico","No",20,13.2,22,7,69,0,12.4,11.5,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-20",1,"Habil","Normal Trafico","No",20,14.8,19,11,68,0,10,12.2,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-04-20",2,"DomingoFestivo","Bajo Trafico","No",20,14.6,19,10,74,3.05,12.4,10.7,18.3,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-06-20",1,"VisperaDescanso","Bajo Trafico","No",20,13.9,18.7,7.9,71,0,12.7,13.9,32.4,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-20",1,"Habil","Normal Trafico","No",20,12.9,20,5.9,81,6.1,11.6,8.5,25.9,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-02-21",2,"VisperaDescanso","Normal Trafico","No",21,13.6,19.1,9,86,0,8.4,6.1,25.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-21",1,"VisperaDescanso","Normal Trafico","No",21,14.4,21.2,8,69,0,11.1,11.1,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-21",1,"Habil","Normal Trafico","No",21,14.1,19,9.8,69,0,11.6,10,18.3,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-22",1,"Habil","Moderado Trafico","No",22,14.3,19,9.9,76,NA,10.1,9.1,25.9,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-22",1,"Habil","Normal Trafico","No",22,15.6,23,9.8,74,10.92,9.3,8,29.4,0,1,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-06-22",1,"DomingoFestivo","Bajo Trafico","No",22,13.8,18.1,10.6,82,2.29,10.1,8.5,18.3,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-22",1,"Habil","Normal Trafico","No",22,14.2,20,9,72,13.97,10.9,8.3,22.2,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-22",1,"Habil","Normal Trafico","No",22,13.7,19,10.8,77,0.76,10.6,8.3,18.3,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-23",1,"Habil","Moderado Trafico","No",23,13.9,20,7.8,72,20.07,10.5,12.2,29.4,0,1,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-04-23",1,"Habil","Normal Trafico","No",23,13.8,20,8,80,18.03,10.8,10.2,24.1,0,1,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-23",1,"Habil","Normal Trafico","No",23,14.2,20,10,71,11.94,11.1,8.7,18,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-24",1,"Sabado","Normal Trafico","No",24,14.9,22,8,64,12.95,10.5,11.9,79.1,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-24",1,"Habil","Normal Trafico","No",24,12.9,20.6,5,72,0,11.6,8.1,18.3,0,0,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-12-24",1,"VisperaDescanso","Moderado Trafico","Navidad",24,13.1,20.6,7,66,0,12.2,9.8,21.7,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-04-25",1,"VisperaDescanso","Normal Trafico","No",25,14.1,19,10,74,2.03,12.4,10.2,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-25",3,"Sabado","Normal Trafico","No",25,14.1,20.4,10,82,7.87,10.1,9.1,20.6,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-25",1,"Habil","Normal Trafico","No",25,13.5,18.7,8.6,71,0,12.2,10.2,14.8,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-26",1,"Habil","Normal Trafico","No",26,13.6,19.2,7,71,0,10.9,10.6,25.9,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-26",1,"VisperaDescanso","Normal Trafico","No",26,13.3,21,6.3,73,11.94,10.8,8.7,22.2,0,1,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-26",1,"DomingoFestivo","Normal Trafico","No",26,13.6,18.3,11,84,8.89,10.5,8.7,25.2,0,1,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-12-26",1,"VisperaDescanso","Bajo Trafico","No",26,12.9,21,4.8,65,0,11.7,10.9,25.9,0,0,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-27",1,"Habil","Normal Trafico","No",27,13.6,20,6.9,79,0,8.9,10,28.7,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-02-27",1,"Habil","Normal Trafico","No",27,14.3,18.8,10,82,0,10.9,8.9,21.7,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-27",1,"Habil","Normal Trafico","No",27,14.7,19,9,67,0,10.6,12.4,31.7,0,0,0,1,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-27",2,"Habil","Normal Trafico","No",27,13.4,17,9.5,79,0.51,10.1,8.3,18.3,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-09-27",1,"Sabado","Normal Trafico","No",27,13.6,19.6,8,71,0,11.3,10.9,29.4,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-27",2,"Habil","Normal Trafico","No",27,13.9,19,9.7,79,8.89,10.6,6.5,18.3,0,1,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-27",1,"Habil","Normal Trafico","No",27,13.2,19.6,7,82,0.25,9.8,7.4,20.6,0,1,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-12-27",1,"Sabado","Bajo Trafico","No",27,14.4,22,7,59,0,12.4,11.1,24.1,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-28",1,"Habil","Normal Trafico","No",28,13.2,20,8.9,74,NA,11.1,9.1,22.2,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-02-28",2,"VisperaDescanso","Normal Trafico","No",28,13.2,18.4,10.9,89,2.03,8.5,9.3,39.6,0,1,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-28",1,"VisperaDescanso","Normal Trafico","No",28,14.3,22,8,64,0,9.2,8.7,18.3,0,0,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-28",1,"Habil","Normal Trafico","No",28,12.9,18,6.5,76,0,10.9,10.9,31.7,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-03-29",1,"Sabado","Normal Trafico","No",29,13.1,22,4,73,0,7.9,10,25.9,0,0,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-07-29",1,"Habil","Moderado Trafico","No",29,13.5,20,8,61,0,12.1,17,33.5,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-29",1,"VisperaDescanso","Normal Trafico","No",29,13.4,19,6.5,66,0,11.7,17.2,37,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-11-29",1,"Sabado","Moderado Trafico","No",29,13.6,20.5,8,72,0,13.8,9.3,22.2,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-01-30",1,"Habil","Normal Trafico","No",30,14.2,20,10,75,0,10.5,8.5,25.9,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-05-30",1,"VisperaDescanso","Normal Trafico","No",30,14.1,20,9,79,0,10.1,7.4,14.8,0,1,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-08-30",2,"Sabado","Normal Trafico","No",30,12.4,20,1.6,56,0,12.6,15,27.8,0,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-30",2,"Habil","Normal Trafico","No",30,13,20,6.8,80,0,8.5,8.5,18.3,0,0,0,1,1,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-12-30",1,"Habil","Bajo Trafico","No",30,13.4,20.4,4,65,0,12.4,12.8,25.9,27.8,0,0,0,0,NA,12,39,10,1,4,201,490,570,2158,282,283
4,"2014-10-31",2,"VisperaDescanso","Normal Trafico","Halloween",31,14.4,19.2,9,75,0.25,9.7,8.5,22.2,0,1,0,0,1,NA,12,39,10,1,4,201,490,570,2158,282,283
6,"2014-01-01",1,"FestivoEntreSemana","Bajo Trafico","No",1,13.8,21,7.5,62,0,11.9,12.4,22.2,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-06-01",1,"DomingoFestivo","Moderado Trafico","No",1,15.1,19,11,68,0.51,11.1,12.6,22.2,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-04-02",1,"Habil","Normal Trafico","No",2,14.7,20,11,67,0,9.8,12.8,27.8,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-05-02",1,"VisperaDescanso","Normal Trafico","No",2,15.2,20.2,11.7,73,1.02,11.6,7.8,24.1,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-07-02",1,"Habil","Bajo Trafico","No",2,14.8,20,10.1,72,3.05,11.4,13.9,29.4,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-10-02",3,"Habil","Normal Trafico","No",2,13.8,18.3,9.8,68,0,11.3,14.1,33.5,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-11-02",1,"DomingoFestivo","Moderado Trafico","No",2,13.9,21,7.6,75,0.76,11.3,8.1,18.3,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-09-03",2,"Habil","Normal Trafico","No",3,13.4,18,7,70,0.25,11.6,8.5,22.2,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-12-03",1,"Habil","Moderado Trafico","No",3,14.2,19.3,8,63,0,12.1,9.6,22.2,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-02-04",1,"Habil","Normal Trafico","No",4,14.1,21.4,7.6,73,0,8.5,9.1,27.8,0,0,0,1,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-04-04",1,"VisperaDescanso","Normal Trafico","No",4,14.5,21,11,76,0.51,9,6.9,18.3,0,1,0,1,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-07-04",1,"VisperaDescanso","Bajo Trafico","Partido Colombia",4,13.7,20,8,71,NA,12.4,11.9,25.9,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-10-05",1,"DomingoFestivo","Moderado Trafico","No",5,13.9,20.1,8,78,8.89,10.5,9.1,25.9,0,0,0,1,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-12-05",1,"VisperaDescanso","Moderado Trafico","No",5,13.8,20.7,8.9,75,3.05,10.8,7.4,22.2,0,0,0,1,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-02-06",1,"Habil","Normal Trafico","No",6,13.6,20.2,7,71,NA,11.7,9.8,25.9,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-03-06",1,"Habil","Normal Trafico","No",6,14.3,19.3,11,81,9.91,7.7,8.1,16.5,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-05-06",1,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,0,0,0,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-03-07",1,"VisperaDescanso","Normal Trafico","No",7,12.9,18,8,84,0,7.7,5.7,18,0,1,0,1,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-04-07",2,"Habil","Normal Trafico","No",7,15.4,20,12,69,NA,10.1,11.9,29.4,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-05-08",1,"Habil","Normal Trafico","No",8,14.1,19,12,86,2.03,8.2,8.7,22.2,0,1,0,1,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-12-08",1,"FestivoEntreSemana","Moderado Trafico","No",8,13.6,19,9,79,0.25,6.8,8.5,18.3,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-03-09",1,"DomingoFestivo","Normal Trafico","No",9,13.7,19.8,7.5,80,0,11.1,9.4,25.9,0,0,0,0,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-04-09",1,"Habil","Normal Trafico","No",9,14.8,20.2,9,60,0,11.6,10.7,27.8,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-12-09",1,"Habil","Moderado Trafico","No",9,13.4,18.8,10.7,84,0.51,9.8,7.6,13,0,1,0,1,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-04-10",1,"Habil","Normal Trafico","No",10,14.2,20.2,9,65,0,12.4,13.5,24.1,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-06-10",1,"Habil","Moderado Trafico","No",10,14.3,19.5,11,72,0,12.2,14.6,29.4,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-08-10",1,"DomingoFestivo","Normal Trafico","No",10,13.6,18,9,73,NA,10.1,9.6,18.3,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-11-10",1,"Habil","Normal Trafico","No",10,13.4,20,9,84,1.02,9.2,7.6,29.4,0,1,0,1,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-03-11",1,"Habil","Normal Trafico","No",11,13.6,19.4,9,83,0,6.4,9.4,25.9,0,0,0,1,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-07-11",1,"VisperaDescanso","Bajo Trafico","No",11,14.1,19,9,72,0,11.9,14.4,29.4,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-08-11",1,"Habil","Normal Trafico","No",11,14.3,19,9,68,0,10,14.4,27.8,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-12-11",2,"Habil","Moderado Trafico","No",11,12.9,17.8,11,86,1.02,7.7,5.6,11.1,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-08-12",1,"Habil","Normal Trafico","No",12,13.6,24,9,72,NA,10.5,13,29.4,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-09-12",2,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-02-13",1,"Habil","Normal Trafico","No",13,12.5,20.6,7.9,81,2.03,10.3,9.1,20.6,0,1,0,1,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-04-13",1,"DomingoFestivo","Moderado Trafico","No",13,13.1,20,6,68,0,12.2,12.6,25.9,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-06-13",1,"VisperaDescanso","Moderado Trafico","No",13,14.3,20,9,72,0,12.2,11.9,27.8,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-07-13",1,"DomingoFestivo","Bajo Trafico","No",13,11.9,14,10,82,0,10,8.9,11.1,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-11-13",1,"Habil","Normal Trafico","No",13,14.2,19,11,78,0,10.9,11.3,29.4,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-10-14",2,"Habil","Normal Trafico","No",14,14.7,20,9,66,0,12.4,14.4,32.4,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-02-15",1,"Sabado","Normal Trafico","No",15,13.7,21,9,71,0,10,12,27.8,0,1,0,1,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-09-15",1,"Habil","Normal Trafico","No",15,14.4,19,9,66,0,12.2,11.5,25.9,0,0,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-02-16",1,"DomingoFestivo","Normal Trafico","No",16,12.9,21,6,79,1.02,9.2,10.9,33.5,0,1,0,0,1,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
6,"2014-07-16",1,"Habil","Bajo Trafico","No",16,13.6,17.3,9.8,72,3.05,11.4,12.8,27.8,0,1,0,0,0,2,16,98,68,0,1,1679,26804,30165,109241,611,14005
