"mgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_m","colegios_count_m","paraderos_count_m","parques_count_m","estaciones_count_m","viasprincipales_count_m","viassecundarias_count_m","viviendas_count_m","hogares_count_m","personas_count_m","comercial_count_m","lotes_count_m"
91,2014-04-03,1,"Habil","Normal Trafico","No",3,14.7,20,11,75,0,10.8,12,25.9,0,"0","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-03,1,"Habil","Moderado Trafico","No",3,14.1,19,7,73,0,10.9,8.5,18.3,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-03,1,"Habil","Moderado Trafico","No",3,14.4,20.1,8.8,65,0,11.7,10.4,25.9,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-03,2,"Habil","Normal Trafico","No",3,13.4,18,7,70,0.25,11.6,8.5,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-03,2,"VisperaDescanso","Normal Trafico","No",3,14.1,18.4,9,69,0.51,12.4,11.9,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-03,7,"Habil","Moderado Trafico","No",3,14.2,19.3,8,63,0,12.1,9.6,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-04,2,"Sabado","Bajo Trafico","No",4,13.5,20.3,5.5,73,0,12.7,13,25.9,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-04,1,"VisperaDescanso","Normal Trafico","No",4,14.5,21,11,76,0.51,9,6.9,18.3,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-04,2,"Habil","Normal Trafico","No",4,12.7,21,5,65,0,10,11.3,33.5,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-04,1,"Habil","Normal Trafico","No",4,13.7,18.4,9,69,0,10.6,13.7,28.7,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-04,1,"Sabado","Moderado Trafico","No",4,13.5,20.1,8,75,0,11.6,8.5,22.2,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-04,2,"Habil","Normal Trafico","No",4,13.3,21,6,74,0,11.6,8,25.9,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-04,1,"Habil","Moderado Trafico","No",4,12.2,21,3,70,0,11.7,7,18.3,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-05,1,"Sabado","Normal Trafico","No",5,14.4,20.6,10.6,76,3.05,10.1,9.8,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-05,2,"Habil","Moderado Trafico","No",5,14.9,20,9.9,72,NA,11.6,11.5,29.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-05,1,"Habil","Normal Trafico","No",5,12.8,20.6,7,69,NA,10.6,11.1,27.8,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-05,1,"VisperaDescanso","Normal Trafico","No",5,12.4,18.1,5,72,0.51,11.6,7.8,20.6,0,"1","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-05,2,"Habil","Normal Trafico","No",5,14.9,21,12,79,0.25,10.9,8.7,18.3,0,"0","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-05,1,"VisperaDescanso","Moderado Trafico","No",5,13.8,20.7,8.9,75,3.05,10.8,7.4,22.2,0,"0","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-06,1,"Habil","Normal Trafico","No",6,13.6,20.2,7,71,NA,11.7,9.8,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-06,1,"Habil","Normal Trafico","No",6,14.3,19.3,11,81,9.91,7.7,8.1,16.5,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-06,2,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,"0","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-06,2,"VisperaDescanso","Moderado Trafico","No",6,14,19.8,10.8,78,0,11.6,9.4,20.6,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-06,2,"VisperaDescanso","Normal Trafico","No",6,13.8,17,9.2,70,0,10.6,15,29.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-06,1,"Sabado","Normal Trafico","No",6,13.2,18.4,9,73,0,11.6,11.1,25.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-06,1,"Habil","Moderado Trafico","No",6,14.5,20.3,9.6,73,0,11.1,8.7,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-06,2,"Habil","Normal Trafico","No",6,14.3,19,11,82,0,8.5,8,18.3,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-06,1,"Sabado","Bajo Trafico","No",6,13.7,19.4,9.5,82,0.51,8.2,7.4,22.2,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-07,1,"Habil","Bajo Trafico","No",7,13.4,18,10,85,1.02,8,7.6,18.3,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-07,3,"VisperaDescanso","Normal Trafico","No",7,12.8,20.5,8,78,NA,7.9,8.7,20.6,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-07,2,"VisperaDescanso","Normal Trafico","No",7,12.9,18,8,84,0,7.7,5.7,18,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-07,1,"Habil","Normal Trafico","No",7,15.4,20,12,69,NA,10.1,11.9,29.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-07,1,"Habil","Moderado Trafico","No",7,14.5,19.9,11,79,0.25,10.8,9.3,18.3,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-07,1,"VisperaDescanso","Normal Trafico","No",7,14.7,21,11,78,0.25,10.3,8.3,16.5,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-07,1,"DomingoFestivo","Bajo Trafico","No",7,12.3,18,8.9,89,2.03,5.8,5.2,14.8,0,"0","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-08,2,"Sabado","Normal Trafico","No",8,14.9,20,11.8,67,1.02,10.8,11.9,27.8,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-08,1,"Sabado","Normal Trafico","No",8,14.1,20,10.5,81,11.94,9.2,9.1,29.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-08,3,"DomingoFestivo","Moderado Trafico","No",8,14.1,18,10.6,78,1.02,11.1,10,14.8,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-08,1,"Habil","Moderado Trafico","No",8,13.7,18,10,74,3.05,12.2,12.6,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-08,2,"VisperaDescanso","Normal Trafico","No",8,13.2,19,9.8,72,NA,11.3,10.6,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-08,2,"Habil","Moderado Trafico","No",8,13.8,18,9,81,0,9.3,8.7,18,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-08,1,"Sabado","Normal Trafico","No",8,13.8,20.6,9.8,83,0.25,10.5,8,22.2,0,"0","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-08,2,"FestivoEntreSemana","Bajo Trafico","No",8,13.6,19,9,79,0.25,6.8,8.5,18.3,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-09,1,"DomingoFestivo","Normal Trafico","No",9,12.6,20,5.2,76,0,11.4,7.2,22.2,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-09,1,"DomingoFestivo","Normal Trafico","No",9,13.7,19.8,7.5,80,0,11.1,9.4,25.9,0,"0","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-09,1,"Habil","Normal Trafico","No",9,14.8,20.2,9,60,0,11.6,10.7,27.8,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-09,3,"VisperaDescanso","Normal Trafico","No",9,13.8,18.6,11.4,84,11.94,8.5,8.5,20.6,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-09,3,"Habil","Moderado Trafico","No",9,13.2,17.6,9,76,0,10.3,9.3,20.6,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-09,3,"Habil","Normal Trafico","No",9,12.6,20,5.6,65,0,12.2,10.9,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-09,3,"DomingoFestivo","Normal Trafico","No",9,14.5,19,11,81,4.06,9.7,8,22.2,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-10,2,"Habil","Normal Trafico","No",10,14.2,20.2,9,65,0,12.4,13.5,24.1,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-10,1,"Sabado","Normal Trafico","No",10,14.4,18.4,11.9,82,1.02,9.7,9.4,28.7,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-10,1,"Habil","Moderado Trafico","No",10,14.3,19.5,11,72,0,12.2,14.6,29.4,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-10,2,"Habil","Moderado Trafico","No",10,13.3,19,9,75,2.03,11.6,12,25.9,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-10,1,"VisperaDescanso","Moderado Trafico","No",10,13.2,17.1,10,80,0,9.7,6.1,18.3,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-10,1,"Habil","Normal Trafico","No",10,13.4,20,9,84,1.02,9.2,7.6,29.4,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-10,2,"Habil","Moderado Trafico","No",10,13.3,18,10,85,13.97,7.7,8.1,18.3,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-11,1,"Sabado","Bajo Trafico","No",11,14.2,21,9.6,70,0,9.5,9.8,32.4,0,"0","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-11,1,"Habil","Normal Trafico","No",11,15.3,21,10.7,63,0,11.1,10.9,20.6,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-11,1,"Habil","Normal Trafico","No",11,13.6,19.4,9,83,0,6.4,9.4,25.9,0,"0","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-11,1,"VisperaDescanso","Normal Trafico","No",11,13.9,19.5,8.9,68,0,12.2,14.3,25.9,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-11,1,"Habil","Moderado Trafico","No",11,14.1,20,8,71,0,11.3,12.2,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-11,2,"Habil","Normal Trafico","No",11,14.3,19,9,68,0,10,14.4,27.8,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-11,1,"Habil","Normal Trafico","No",11,13.9,19.3,9.3,76,0,11.1,9.3,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-11,1,"Sabado","Moderado Trafico","No",11,13.8,18.2,11.8,82,3.05,9.8,7,18.3,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-11,4,"Habil","Normal Trafico","No",11,14.3,20,11,80,37.08,9.8,8.7,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-12,1,"DomingoFestivo","Bajo Trafico","No",12,13.9,20,9.6,79,0,8.4,10,29.4,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-12,2,"Habil","Normal Trafico","No",12,14.9,20,11.8,81,NA,7.7,9.3,29.4,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-12,2,"Sabado","Moderado Trafico","No",12,13.8,19,9.6,68,0,12.1,13.5,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-12,1,"Habil","Normal Trafico","No",12,14.3,20,11,84,32,7.7,6.5,25.9,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-12,2,"Sabado","Moderado Trafico","No",12,12.7,18.8,11,78,0.76,11.6,8,20.6,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-12,2,"Habil","Normal Trafico","No",12,13.6,24,9,72,NA,10.5,13,29.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-12,1,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-12,1,"VisperaDescanso","Moderado Trafico","No",12,14.2,18,10.5,74,3.05,12.1,10.2,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-13,1,"Habil","Normal Trafico","No",13,12.5,20.6,7.9,81,2.03,10.3,9.1,20.6,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-13,1,"DomingoFestivo","Moderado Trafico","No",13,13.1,20,6,68,0,12.2,12.6,25.9,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-13,1,"Habil","Normal Trafico","No",13,14.7,20,8.5,75,14.99,10.8,9.3,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-13,1,"FestivoEntreSemana","Moderado Trafico","No",13,14.5,20.4,10.6,73,6.1,10.6,9.8,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-13,1,"Habil","Normal Trafico","No",13,14.2,19,11,78,0,10.9,11.3,29.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-13,2,"Sabado","Moderado Trafico","No",13,13.4,18.2,8,82,0.51,8.4,10.4,50.4,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-14,2,"VisperaDescanso","Normal Trafico","No",14,13.9,19.3,9,82,13.97,7.2,8.7,29.4,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-14,1,"Habil","Normal Trafico","No",14,15.7,20,11.7,67,0,11.6,10.9,18.3,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-14,2,"Sabado","Moderado Trafico","Partido Colombia",14,14.2,20,9.6,75,3.05,10.9,10.9,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-14,1,"Habil","Normal Trafico","No",14,13.8,19.4,9.7,64,0,11.3,14.8,31.7,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-14,1,"Habil","Normal Trafico","No",14,14.7,20,9,66,0,12.4,14.4,32.4,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-14,2,"VisperaDescanso","Normal Trafico","No",14,13.9,19,9.8,75,0,11.4,11.7,28.7,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-15,2,"Sabado","Normal Trafico","No",15,13.7,21,9,71,0,10,12,27.8,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-15,3,"Sabado","Normal Trafico","No",15,14,18,12,87,0,6,8.5,22.2,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-15,2,"Habil","Normal Trafico","No",15,14.1,20.1,8.5,78,NA,11.4,9.6,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-15,1,"VisperaDescanso","Normal Trafico","No",15,14.8,18,12,58,0,12.4,19.4,32.4,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-16,1,"DomingoFestivo","Normal Trafico","No",16,12.9,21,6,79,1.02,9.2,10.9,33.5,0,"1","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-16,1,"VisperaDescanso","Moderado Trafico","No",16,14.2,18.4,10,81,3.05,10.1,7.4,22.2,0,"1","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-16,1,"Habil","Moderado Trafico","No",16,14.3,19,9.5,64,0,11.9,15.4,28.7,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-16,2,"Habil","Normal Trafico","No",16,14.6,20,10.9,73,0.25,11.9,10.4,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-16,1,"Habil","Moderado Trafico","Novenas",16,14.8,19.5,10,77,0.51,10,9.3,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-17,1,"VisperaDescanso","Moderado Trafico","No",17,14.3,20.7,9,68,0,10.5,11.5,28.7,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-17,1,"Habil","Normal Trafico","No",17,12.9,20.8,7,80,2.03,9,8.9,22.2,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-17,3,"Habil","Moderado Trafico","Día del padre",17,13.6,18.5,10,70,0,11.4,14.4,29.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-17,1,"DomingoFestivo","Moderado Trafico","No",17,14.4,19,9,70,0,11.1,15,46.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-17,2,"Habil","Normal Trafico","No",17,13.2,20,7,72,0,11.7,9.4,20.6,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-17,1,"VisperaDescanso","Normal Trafico","No",17,14.1,19.6,9,73,3.05,10.9,8.9,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-17,1,"FestivoEntreSemana","Moderado Trafico","No",17,14.4,18.4,11,67,1.02,11.6,12.4,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-18,1,"Sabado","Moderado Trafico","No",18,14.3,19.6,11,68,0,11.6,10.4,18.3,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-18,1,"Habil","Normal Trafico","No",18,14.6,20,9.6,77,1.02,8.7,9.6,25.9,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-18,1,"Habil","Normal Trafico","No",18,14.7,21,10,70,0,10.9,12,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-18,1,"VisperaDescanso","Moderado Trafico","No",18,14.2,18.8,11,65,0,11.7,16.7,33.5,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-08-18,1,"FestivoEntreSemana","Moderado Trafico","No",18,14.1,19.3,9.7,69,0.25,11.7,16.1,28.7,40.7,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-18,1,"Sabado","Normal Trafico","No",18,13.9,17,10.9,77,0,11.6,9.3,27.8,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-18,1,"Habil","Moderado Trafico","Novenas",18,13.2,21,6.9,79,0,7.2,7,22.2,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-19,1,"Habil","Normal Trafico","No",19,13.8,20.6,9,75,0,10,10.4,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-19,2,"Sabado","Bajo Trafico","No",19,14.1,20.4,11,83,4.06,10.9,9.1,14.8,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-19,1,"Habil","Normal Trafico","No",19,13.4,18.7,9,77,0,11.6,10.9,25.9,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-19,2,"Habil","Moderado Trafico","Partido Colombia",19,14.1,19,9.7,73,0.25,10.9,14.8,28.7,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-19,3,"Sabado","Moderado Trafico","No",19,14.2,18,9,64,0,11.6,16.9,39.6,44.6,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-19,3,"VisperaDescanso","Normal Trafico","Amor y Amistad",19,13.6,19,8.6,78,0.25,11.4,8.1,29.4,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-19,1,"DomingoFestivo","Normal Trafico","No",19,13.3,17.4,11,84,20.07,9.5,7.6,14.8,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-11-19,1,"Habil","Normal Trafico","No",19,14.1,19.8,11,79,2.03,10.3,8.7,22.2,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-19,1,"VisperaDescanso","Moderado Trafico","Novenas",19,13,20.7,4.5,78,9.91,6.9,8,18.3,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-20,2,"Habil","Normal Trafico","No",20,14.1,19,10.6,79,2.03,9.3,7.4,24.1,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-20,5,"Habil","Normal Trafico","No",20,14.8,19,11,68,0,10,12.2,22.2,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-20,1,"Habil","Normal Trafico","No",20,14.5,19,11.6,66,0,11.6,11.9,20.6,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-06-20,1,"VisperaDescanso","Moderado Trafico","No",20,13.9,18.7,7.9,71,0,12.7,13.9,32.4,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-20,1,"Sabado","Normal Trafico","Amor y Amistad",20,13.8,19,10.8,82,16,10.8,8.3,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-20,1,"Sabado","Moderado Trafico","Novenas",20,14.4,21,9.8,77,9.91,8.4,6.7,22.2,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-21,2,"VisperaDescanso","Normal Trafico","No",21,13.6,19.1,9,86,0,8.4,6.1,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-21,3,"Habil","Normal Trafico","No",21,13.5,18.2,8.5,79,0,10.9,9.4,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-21,2,"Habil","Normal Trafico","No",21,12.2,20,2.6,77,0,11.9,9.6,24.1,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-21,2,"Habil","Normal Trafico","No",21,14.1,19,9.8,69,0,11.6,10,18.3,0,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-21,1,"DomingoFestivo","Moderado Trafico","Novenas",21,14.9,20.5,10.5,75,2.03,9.7,9.3,22.2,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-22,1,"Habil","Moderado Trafico","No",22,14.3,19,9.9,76,NA,10.1,9.1,25.9,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-22,2,"Sabado","Normal Trafico","No",22,13.9,20,10.6,84,4.06,6.9,8,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-03-22,1,"Sabado","Moderado Trafico","No",22,14.8,21,8.8,64,0,9,10.2,18.3,31.7,"0","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-22,2,"Habil","Normal Trafico","No",22,13.9,18.2,12,82,3.05,10.3,7.6,29.4,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-05-22,3,"Habil","Normal Trafico","No",22,15.6,23,9.8,74,10.92,9.3,8,29.4,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-07-22,1,"Habil","Moderado Trafico","No",22,14.4,19,11,70,0.25,11.3,14.8,27.8,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-09-22,2,"Habil","Normal Trafico","No",22,14.2,20,9,72,13.97,10.9,8.3,22.2,0,"1","0","0","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-10-22,1,"Habil","Normal Trafico","No",22,13.7,19,10.8,77,0.76,10.6,8.3,18.3,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-12-22,1,"Habil","Moderado Trafico","Novenas",22,13.8,21,7,65,0.76,10,12.6,27.8,0,"0","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-01-23,1,"Habil","Moderado Trafico","No",23,13.9,20,7.8,72,20.07,10.5,12.2,29.4,0,"1","0","0","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-02-23,1,"DomingoFestivo","Normal Trafico","No",23,14.1,20,8.7,77,2.03,9.3,8.1,25.9,0,"1","0","1","1",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
91,2014-04-23,3,"Habil","Normal Trafico","No",23,13.8,20,8,80,18.03,10.8,10.2,24.1,0,"1","0","1","0",15,12,35,40,6,6,684,8935,10193,35046,2634,4504
