VIVIENDAS,HOGAR,PERSONA,Comercial,Lotes,Longitud,Latitud
44,43,160,0,11,-74.10356422,4.737030763
35,34,132,0,21,-74.10356316,4.564017424
52,54,200,0,21,-74.10356113,4.741219001
76,76,260,19,2,-74.10355574,4.716782385
88,90,278,27,34,-74.10355568,4.576795387
62,64,213,16,25,-74.10355378,4.689528902
13,13,61,0,7,-74.10355365,4.488411432
94,98,260,0,1,-74.10354269,4.751165258
71,73,248,9,54,-74.10354236,4.742082342
104,109,357,7,2,-74.10354105,4.713101228
43,44,164,6,17,-74.10354042,4.697421751
68,68,251,0,41,-74.10353949,4.736060458
48,49,160,38,5,-74.10353926,4.70871352
43,52,200,0,24,-74.10353285,4.738885214
22,30,76,17,21,-74.10353074,4.694471046
69,71,253,0,14,-74.10352413,4.757394407
11,11,34,71,42,-74.10352229,4.613074692
66,67,222,0,30,-74.1035197,4.568583596
79,85,274,10,34,-74.10351893,4.592244656
53,54,199,14,27,-74.10351888,4.497403406
36,35,125,0,6,-74.10351761,4.564555911
66,139,510,0,52,-74.10351748,4.563063481
28,28,78,8,18,-74.10351403,4.674137912
100,125,397,12,40,-74.10351097,4.687432156
34,34,142,0,13,-74.10351006,4.503284002
14,14,46,0,12,-74.10350896,4.547080491
79,86,252,0,1,-74.10350142,4.752129455
20,23,78,6,16,-74.10349875,4.711110378
46,46,167,7,27,-74.10349532,4.499258717
8,10,41,0,5,-74.10349138,4.717753097
80,91,290,0,39,-74.10349044,4.684071591
29,30,116,9,24,-74.10348226,4.495464373
0,0,0,0,1,-74.10348095,4.58602614
23,27,82,0,8,-74.10347917,4.502792596
43,47,144,0,21,-74.10347723,4.735336648
125,125,431,10,4,-74.10347607,4.714183264
44,50,189,13,35,-74.10347556,4.493248898
19,19,76,0,13,-74.103474,4.493801545
246,248,845,13,23,-74.10347226,4.700698555
27,26,92,22,20,-74.10347169,4.709694212
76,81,279,5,22,-74.10346582,4.577559193
68,66,210,0,24,-74.10346481,4.570823121
31,31,103,9,21,-74.10346427,4.598470584
80,80,251,0,14,-74.10346268,4.75765482
25,26,97,0,6,-74.103458,4.543160369
9,9,37,0,10,-74.10345457,4.508790445
59,63,168,7,21,-74.10344412,4.751767322
5,5,18,0,8,-74.10344159,4.483712968
37,41,151,0,23,-74.10343524,4.677762587
13,14,68,0,13,-74.10343504,4.489721775
421,418,1356,16,49,-74.10342625,4.604054882
78,97,291,11,35,-74.10341233,4.578993553
57,75,217,0,24,-74.1034071,4.687921406
95,95,316,13,36,-74.10340596,4.574236055
16,34,105,9,10,-74.10340581,4.565022011
30,29,106,0,16,-74.10339938,4.672099485
100,102,344,17,39,-74.103398,4.57546045
38,39,140,0,20,-74.10339417,4.595901977
73,77,241,15,29,-74.10337556,4.690567129
30,37,160,6,28,-74.10337323,4.498309775
58,58,210,0,53,-74.10337293,4.734427602
83,83,282,0,36,-74.10337231,4.607823959
33,31,103,6,12,-74.10336887,4.562361013
44,41,148,8,27,-74.1033617,4.494510983
40,40,128,0,7,-74.10335981,4.758644816
22,35,131,10,20,-74.1033583,4.585116528
3,3,7,0,10,-74.10335738,4.537924513
24,26,91,0,13,-74.10335516,4.602556737
40,39,156,9,32,-74.10335437,4.490243038
19,16,73,5,12,-74.10335187,4.504667013
36,34,148,6,27,-74.10334624,4.500208564
16,19,82,0,8,-74.10334279,4.565370894
28,26,99,5,17,-74.1033411,4.509350509
36,36,140,16,28,-74.10333731,4.496368153
11,14,62,0,4,-74.10333247,4.542919767
51,53,186,0,30,-74.1033308,4.561752777
50,52,172,5,35,-74.10332919,4.739510024
61,58,190,0,11,-74.10332761,4.758362484
103,103,348,13,61,-74.10332331,4.678644037
31,38,134,0,28,-74.1033218,4.488968148
72,70,243,0,14,-74.10332032,4.758092345
131,132,416,8,41,-74.10332024,4.680403794
36,51,191,17,28,-74.10331704,4.682901437
39,36,136,0,23,-74.10331007,4.545979824
30,28,93,26,21,-74.10330909,4.58339329
37,37,139,19,21,-74.10330137,4.699149599
27,40,105,5,14,-74.10330054,4.704992579
12,12,53,0,12,-74.10329214,4.490739657
76,74,287,0,13,-74.10329206,4.753564166
146,144,437,23,48,-74.10328837,4.706228874
56,56,174,0,18,-74.10328416,4.681377813
62,67,277,0,52,-74.10328411,4.735952134
26,26,94,0,20,-74.10327904,4.510311921
42,41,132,0,25,-74.10327486,4.673159792
94,95,452,21,38,-74.10327456,4.592737221
17,17,71,0,6,-74.1032735,4.542647077
48,51,196,0,24,-74.10327285,4.741165535
3,3,10,0,1,-74.10327174,4.75677285
18,20,76,10,11,-74.10327078,4.732622254
205,191,508,0,1,-74.10327012,4.641860018
3,3,6,0,5,-74.10326596,4.484092753
132,132,486,7,4,-74.10326456,4.716499011
41,49,154,0,37,-74.10326408,4.696287096
18,18,75,0,2,-74.10326278,4.543990945
24,24,75,0,11,-74.10326192,4.717764526
31,31,104,0,11,-74.10326135,4.702336907
45,43,185,8,22,-74.10326066,4.510584201
29,31,123,10,26,-74.10326001,4.695900445
40,42,132,10,27,-74.10325971,4.600222407
61,64,194,0,25,-74.10325704,4.697774974
319,325,1035,0,17,-74.10325288,4.747206143
36,43,164,6,18,-74.10325244,4.74035168
15,15,54,9,15,-74.10325212,4.676535477
0,0,0,0,1,-74.10324731,4.617060852
59,60,219,19,56,-74.10324522,4.742862853
36,35,113,6,16,-74.10324336,4.732911344
36,36,159,0,22,-74.10324137,4.510856361
48,58,193,0,22,-74.10323449,4.684748158
53,64,221,10,24,-74.10323271,4.737814555
36,41,142,21,28,-74.10323255,4.499218235
15,16,42,0,12,-74.10323239,4.710772981
5,5,15,0,0,-74.10323056,4.546821445
60,62,226,0,27,-74.103228,4.569440664
61,73,258,5,28,-74.10322391,4.685510393
137,143,531,15,4,-74.10322278,4.712795411
41,46,152,0,21,-74.10322121,4.694851465
21,23,71,42,29,-74.10322057,4.587439608
53,104,413,0,10,-74.10322055,4.635660729
24,24,78,0,20,-74.1032162,4.495416345
16,20,73,0,5,-74.10321551,4.50800069
10,10,48,0,7,-74.10321473,4.508327643
27,27,107,0,16,-74.10321368,4.49370758
37,44,179,5,27,-74.10321295,4.733185993
13,12,31,0,11,-74.1032105,4.49103744
86,86,325,5,16,-74.10320997,4.753820007
15,36,123,0,12,-74.10320618,4.564826823
22,20,86,0,11,-74.10319858,4.502837873
106,98,308,7,1,-74.10319765,4.674653267
80,81,306,5,2,-74.10319462,4.713909738
42,53,189,0,16,-74.10319378,4.564252653
48,55,215,0,18,-74.10319355,4.565506767
73,76,239,13,21,-74.10319236,4.751042254
15,18,64,14,5,-74.10318653,4.717618192
59,57,204,18,29,-74.10318249,4.497347067
14,15,63,0,5,-74.10318146,4.5423753
23,23,86,5,16,-74.10317589,4.701664423
23,20,92,8,18,-74.10317302,4.537685458
3,3,8,16,6,-74.10317156,4.58647521
33,33,117,5,16,-74.10317111,4.601827018
21,21,76,0,12,-74.10316533,4.671164078
17,16,50,0,16,-74.10316523,4.489706592
107,133,481,6,52,-74.10316115,4.738275271
22,25,106,5,16,-74.10315926,4.707090977
33,35,143,0,20,-74.10315924,4.598864296
4,4,17,0,4,-74.10315673,4.541927878
171,170,585,13,94,-74.10315529,4.7440947
34,30,106,0,19,-74.10315417,4.597539313
12,14,45,5,13,-74.10315381,4.711248636
44,55,175,10,18,-74.10315357,4.692579905
93,88,318,0,15,-74.10315317,4.754080121
58,58,231,0,43,-74.10314553,4.571702217
44,57,207,9,25,-74.10314279,4.688268116
39,46,159,11,28,-74.1031381,4.710306332
14,18,72,13,12,-74.10313562,4.709764842
4,4,15,0,7,-74.10313331,4.621579339
59,61,199,19,22,-74.10312869,4.686392928
42,50,190,8,25,-74.10312837,4.733441959
8,8,31,0,4,-74.1031202,4.491251638
4,3,11,0,2,-74.10311989,4.542146495
5,6,29,0,8,-74.10311392,4.507844477
86,98,348,0,46,-74.10311141,4.561433149
21,21,61,0,1,-74.1031063,4.708355258
31,34,122,0,21,-74.10310179,4.702685309
12,11,47,0,0,-74.10310156,4.543554049
24,24,86,0,20,-74.10310063,4.596282411
40,39,146,0,27,-74.10309699,4.494469631
4,4,26,0,2,-74.10309261,4.655024864
193,187,571,0,1,-74.10309152,4.643345722
72,72,255,0,15,-74.10308578,4.754344546
37,42,153,6,8,-74.10308403,4.504259428
35,39,156,0,26,-74.10307871,4.500197601
4,4,18,0,3,-74.10307669,4.484371296
56,53,201,12,27,-74.10307127,4.496326071
52,54,167,7,23,-74.1030682,4.67744213
33,27,110,0,19,-74.10305886,4.546079593
62,63,190,31,38,-74.10305749,4.588559416
26,25,117,0,29,-74.10305364,4.488916072
115,115,353,7,36,-74.1030506,4.681685036
78,136,644,15,8,-74.10304772,4.717466058
30,30,85,20,23,-74.10304459,4.582357576
18,16,73,5,11,-74.10304271,4.509384492
30,28,116,0,16,-74.10304206,4.70812706
14,13,50,0,6,-74.1030394,4.491542839
36,39,134,9,29,-74.10303758,4.498256631
57,60,236,0,28,-74.10303699,4.735844847
124,131,557,9,15,-74.10303449,4.536822841
140,133,376,21,44,-74.1030344,4.608969223
58,65,199,0,20,-74.10303401,4.751907335
7,7,25,0,3,-74.10303174,4.509091584
60,61,219,7,35,-74.10302535,4.607511743
87,82,307,0,15,-74.10302184,4.754612728
17,15,46,0,10,-74.10301448,4.502269603
63,64,202,0,17,-74.10301039,4.740057314
68,70,235,11,46,-74.10300985,4.678988446
18,17,78,0,15,-74.10300951,4.721863949
63,79,268,6,24,-74.10300902,4.683682069
43,42,158,5,24,-74.1030085,4.733684208
58,59,203,11,33,-74.10300819,4.590083395
22,21,83,0,5,-74.10300322,4.565047746
65,72,262,5,56,-74.10299082,4.721468951
48,51,193,0,44,-74.10298868,4.736660073
68,71,238,14,29,-74.1029883,4.690266933
94,106,396,10,41,-74.10298816,4.691839921
70,72,221,12,23,-74.10298781,4.699571636
29,31,118,0,9,-74.10298408,4.504009787
28,49,165,10,18,-74.10298159,4.562752045
24,22,85,5,4,-74.10297796,4.537052734
29,28,85,0,16,-74.1029761,4.603119176
75,81,224,0,26,-74.10297484,4.75093366
43,42,141,12,23,-74.10297479,4.669748234
17,17,59,0,12,-74.10297096,4.50086844
90,88,327,0,2,-74.10296825,4.713689051
67,66,206,8,40,-74.10296111,4.680105126
91,91,311,0,15,-74.10296107,4.754871304
29,29,84,0,10,-74.10295997,4.68432655
23,27,121,15,20,-74.10295754,4.694013744
45,45,158,0,16,-74.10295566,4.568563824
23,23,92,0,20,-74.1029532,4.493614918
32,29,126,0,27,-74.10295253,4.490756454
73,73,266,0,54,-74.10295166,4.720055838
48,49,185,9,28,-74.10295156,4.495378594
41,38,119,10,23,-74.10294751,4.673637527
16,19,74,0,1,-74.10294724,4.507204295
48,49,173,7,27,-74.10294616,4.698165285
65,64,213,13,24,-74.10294223,4.569846881
35,50,176,0,19,-74.10294176,4.695203127
23,25,102,0,16,-74.10293727,4.717373034
60,66,242,5,24,-74.10293208,4.741029511
19,20,78,0,14,-74.10292806,4.502842004
170,151,491,0,2,-74.10292795,4.646185531
34,37,161,0,8,-74.10292547,4.536590638
97,96,315,15,30,-74.10292175,4.591476314
29,44,174,0,26,-74.10291472,4.497305631
9,8,30,15,12,-74.1029143,4.585759291
22,28,88,0,34,-74.10291331,4.703298435
70,72,219,0,13,-74.10290709,4.675145633
15,14,61,0,9,-74.10290661,4.542085814
4,3,8,12,14,-74.1029053,4.618937383
8,8,21,0,0,-74.10290513,4.543868736
53,55,214,0,2,-74.10290281,4.714989176
8,8,32,0,11,-74.10290275,4.543059073
32,53,213,0,29,-74.1029022,4.731766047
37,35,124,6,17,-74.10290187,4.745022286
49,49,157,25,21,-74.10289499,4.583794086
58,56,197,22,27,-74.10289361,4.499164173
34,34,124,8,18,-74.10288754,4.672203565
29,41,164,0,25,-74.10288597,4.731163932
19,20,76,15,16,-74.10288224,4.711521741
42,83,283,21,42,-74.10288096,4.732052261
36,56,191,0,15,-74.10287826,4.564527518
20,21,76,0,10,-74.10287744,4.503754526
80,80,305,5,20,-74.10287687,4.738577562
72,74,274,10,25,-74.1028726,4.688958046
29,24,101,5,27,-74.10286966,4.489815941
74,85,308,5,32,-74.102867,4.565587956
12,16,65,5,20,-74.10286681,4.600603538
23,23,81,0,10,-74.10286634,4.562260031
39,41,131,9,24,-74.10286565,4.711092208
24,26,96,5,8,-74.10286357,4.565176845
33,58,218,0,33,-74.10286094,4.731451532
34,34,127,6,22,-74.10284712,4.733911893
43,44,130,6,22,-74.10283701,4.579858498
22,22,86,0,16,-74.10283474,4.702061666
23,30,108,0,22,-74.10283285,4.730553732
34,31,101,10,17,-74.10283211,4.602207976
41,44,165,8,27,-74.10282874,4.494426707
34,36,139,0,23,-74.10282649,4.598286982
30,30,101,0,11,-74.10282647,4.566015102
83,81,273,18,18,-74.10282626,4.605121915
25,27,94,0,16,-74.10282443,4.717264414
26,32,115,0,24,-74.10282313,4.706623
59,66,254,0,45,-74.10281789,4.501821658
57,61,195,6,23,-74.10281318,4.685280602
0,0,0,33,22,-74.10280963,4.613872349
19,18,73,5,20,-74.10280777,4.59665561
0,0,0,209,6,-74.10280775,4.616522546
19,23,112,0,10,-74.10280547,4.503488142
30,28,114,9,27,-74.10280513,4.496284444
57,57,169,0,10,-74.10280501,4.75178901
24,24,78,0,10,-74.10280408,4.671556389
203,206,721,0,89,-74.10280328,4.742303701
16,9,25,0,13,-74.10279981,4.546156677
30,26,102,0,5,-74.10279797,4.63018965
48,49,180,0,23,-74.1027887,4.730829825
63,63,246,15,2,-74.10278866,4.712379473
3,5,23,10,8,-74.1027874,4.7092819
65,69,262,0,28,-74.10278666,4.735740752
10,10,40,0,7,-74.10278664,4.542810686
23,21,63,0,20,-74.10278404,4.677132847
54,57,205,8,32,-74.10278371,4.696818021
64,69,254,6,56,-74.10278263,4.721268876
17,16,62,0,12,-74.10278233,4.509303301
29,28,105,0,10,-74.10277962,4.684550609
129,135,500,0,43,-74.10277883,4.739050142
41,40,154,5,28,-74.10277297,4.498214378
58,60,182,0,20,-74.10277151,4.686108845
6,5,25,0,12,-74.10276609,4.537287484
9,6,19,0,1,-74.10276374,4.566316054
45,56,152,22,24,-74.1027597,4.687681652
138,190,665,15,66,-74.10275623,4.563770178
65,66,215,13,27,-74.10275588,4.575070118
61,65,267,5,54,-74.10275019,4.719863849
4,4,11,0,0,-74.10275003,4.716033044
85,87,243,0,28,-74.10274946,4.750819889
73,71,231,9,34,-74.10274617,4.577821115
59,59,196,6,44,-74.1027456,4.571429313
47,45,145,9,35,-74.10274341,4.734158025
35,36,138,0,24,-74.10274038,4.736557041
14,16,54,0,9,-74.10273984,4.702861553
38,39,135,11,28,-74.10273962,4.500144352
44,35,127,41,32,-74.10273944,4.586860643
61,60,202,13,23,-74.10273815,4.576409822
44,45,158,0,17,-74.10273791,4.560781984
17,23,92,6,13,-74.10273494,4.710668106
14,14,55,0,11,-74.10272765,4.493596532
36,40,134,0,20,-74.10271905,4.707175024
27,26,82,0,9,-74.10271697,4.670773941
55,88,304,20,42,-74.1027165,4.732866208
35,39,142,0,27,-74.10270989,4.595666322
38,38,123,0,16,-74.10270968,4.717153685
175,157,440,0,2,-74.10270933,4.641280799
22,22,96,0,16,-74.10270772,4.708327682
18,19,61,29,16,-74.10270462,4.587958343
0,0,0,44,1,-74.10270448,4.58509123
86,85,309,6,2,-74.1027002,4.714795081
55,52,203,5,2,-74.10269833,4.539485612
100,101,322,6,35,-74.1026902,4.607206427
32,36,149,0,27,-74.10269001,4.490692829
74,77,282,0,15,-74.10268872,4.755794671
38,37,146,6,27,-74.10268416,4.495336986
57,59,203,17,28,-74.10267204,4.699979172
48,57,190,0,23,-74.10266375,4.683388394
43,57,183,0,18,-74.10266079,4.695556126
4,4,30,0,5,-74.10265316,4.537059229
87,108,361,22,4,-74.1026529,4.713384604
18,39,116,0,18,-74.10265266,4.694391291
28,27,105,5,22,-74.10265117,4.502866985
22,22,81,0,29,-74.10264745,4.491670683
28,28,98,5,5,-74.1026445,4.757172938
61,58,212,9,2,-74.10264179,4.675735102
63,64,207,5,29,-74.10263328,4.734711115
76,77,254,11,15,-74.1026301,4.756057749
50,46,169,6,23,-74.10262918,4.608657853
50,53,202,5,27,-74.10262788,4.499121056
84,86,347,0,27,-74.10262339,4.540084077
19,20,74,7,7,-74.10262243,4.562517856
69,69,246,5,8,-74.10262157,4.756890913
25,25,93,0,9,-74.10261525,4.536728457
33,33,135,0,22,-74.10261489,4.745400767
91,106,327,17,42,-74.10261378,4.691550814
30,32,100,9,22,-74.10261043,4.674133099
30,31,103,0,13,-74.10260992,4.602777881
87,92,291,14,25,-74.10260943,4.686707162
3,3,14,0,1,-74.10260827,4.559553356
11,11,43,18,15,-74.10260808,4.709970022
16,25,92,0,10,-74.10260439,4.684022966
54,53,155,15,24,-74.10260377,4.698596007
9,9,22,0,0,-74.10260241,4.543235249
66,65,222,16,38,-74.10260088,4.682271897
29,29,101,0,16,-74.10259928,4.717044913
7,7,22,0,3,-74.10259889,4.708152163
40,40,154,5,58,-74.10259236,4.487595478
67,64,227,10,47,-74.10259217,4.570774567
42,47,179,5,30,-74.10259019,4.501052995
54,66,188,32,28,-74.10258863,4.582636637
29,29,96,0,11,-74.10258422,4.680800377
47,50,189,11,28,-74.10258401,4.710243372
4,3,13,0,10,-74.10258183,4.486326152
70,73,212,0,10,-74.10258179,4.75167558
98,98,357,0,12,-74.10257844,4.756609886
33,38,149,0,19,-74.10257558,4.729055427
65,65,245,0,22,-74.10257447,4.740639362
70,75,310,0,56,-74.10257401,4.721065532
53,51,174,14,32,-74.10257121,4.67251848
80,82,283,0,15,-74.10256668,4.756322931
62,118,471,12,46,-74.10256659,4.561484823
73,139,670,0,22,-74.10256505,4.729301525
76,69,240,7,15,-74.10256407,4.564805475
75,75,236,5,21,-74.10256301,4.743857089
48,47,179,8,28,-74.10256221,4.494382482
16,16,64,0,18,-74.10255598,4.542488949
22,24,93,0,10,-74.10255579,4.727909675
3,3,8,9,1,-74.10255399,4.587434475
62,70,272,6,54,-74.10254918,4.719665832
109,114,368,9,24,-74.10254842,4.59072327
168,173,592,30,41,-74.10254637,4.705810349
71,78,258,22,38,-74.10254359,4.58915145
49,45,150,9,27,-74.10253878,4.496243355
149,134,432,0,1,-74.10253604,4.643886082
38,33,121,0,19,-74.10253492,4.599658067
44,61,231,5,34,-74.1025334,4.72998446
23,21,73,0,17,-74.10253296,4.509196109
60,63,218,12,24,-74.10253246,4.688690394
54,53,178,0,19,-74.10252772,4.740338382
36,36,157,0,22,-74.10252541,4.74559861
82,89,229,11,28,-74.10252411,4.750705876
24,28,86,0,13,-74.10252377,4.566364335
16,16,58,0,5,-74.10252008,4.746093576
27,27,101,7,20,-74.10251364,4.597032995
37,40,148,0,20,-74.10251275,4.491975146
25,25,97,0,16,-74.10250832,4.702439382
66,66,234,7,24,-74.10250737,4.56921305
20,20,86,0,23,-74.10250682,4.598035191
18,18,61,34,19,-74.10250462,4.581752548
8,8,43,0,14,-74.10250379,4.549679792
85,84,259,0,26,-74.10250158,4.697171253
15,15,49,5,12,-74.10249636,4.718400093
51,51,186,10,41,-74.1024912,4.736453494
0,0,0,0,1,-74.10248946,4.498185555
54,71,246,22,42,-74.1024856,4.704898097
5,5,27,0,8,-74.10248395,4.484329779
16,18,73,5,19,-74.10248227,4.600911974
54,106,520,0,1,-74.10248043,4.695991419
27,25,84,29,22,-74.10247736,4.58416349
10,10,42,0,16,-74.10247492,4.716920427
68,127,622,0,3,-74.10247089,4.712412207
53,55,198,8,45,-74.1024708,4.490021298
84,84,293,0,2,-74.10247072,4.714572339
41,53,202,0,29,-74.10247028,4.500102098
35,33,119,0,16,-74.10246736,4.560605726
75,90,297,13,38,-74.10246664,4.57820481
131,121,401,0,1,-74.10246148,4.642634867
86,85,308,8,44,-74.10246011,4.732752516
56,61,215,23,43,-74.10245597,4.692718048
16,15,65,0,8,-74.10245521,4.559633247
37,55,192,22,23,-74.10245375,4.737385901
23,24,90,8,17,-74.10245041,4.711664499
12,12,46,0,5,-74.10244982,4.505539668
28,43,142,5,6,-74.10244812,4.718618509
39,42,135,0,14,-74.10244728,4.708843541
28,29,116,5,12,-74.10244631,4.562131843
46,47,172,9,28,-74.1024458,4.501961553
64,69,230,0,23,-74.10244118,4.684983434
47,50,192,0,36,-74.10243714,4.707967068
35,34,141,0,22,-74.1024367,4.745796463
4,4,15,13,13,-74.10243556,4.617991389
21,21,70,0,18,-74.10243309,4.74689569
37,36,125,0,19,-74.1024322,4.74483566
30,30,94,0,10,-74.10242656,4.684246581
37,44,159,6,28,-74.10241652,4.495293634
5,7,27,0,0,-74.10241444,4.53909433
39,40,138,0,24,-74.10240868,4.707583573
15,14,54,0,10,-74.10240812,4.484599875
33,34,141,7,36,-74.10239611,4.492232678
69,84,259,7,33,-74.10239312,4.735278706
56,62,210,19,28,-74.10238266,4.734606627
49,66,263,11,27,-74.10238138,4.497222134
133,126,431,8,36,-74.1023807,4.56334733
85,84,204,15,21,-74.10237941,4.67795523
57,57,219,0,44,-74.10237824,4.572801222
30,31,105,7,17,-74.10237781,4.603948085
53,55,179,15,23,-74.10237753,4.687379598
93,93,344,0,13,-74.1023742,4.755011703
39,42,162,0,17,-74.10237124,4.694742066
25,30,96,0,16,-74.10237091,4.716824531
74,112,382,13,59,-74.10237068,4.658625715
26,28,93,0,20,-74.10237041,4.706790027
43,38,139,21,28,-74.10236973,4.493405337
196,191,608,6,3,-74.10236774,4.701853309
11,11,40,0,6,-74.10236711,4.542161015
4,3,11,5,5,-74.10236706,4.712322704
36,44,152,11,20,-74.10236511,4.70036691
58,66,195,0,10,-74.10236352,4.751566656
165,159,462,20,25,-74.10236303,4.606863009
66,60,228,10,27,-74.10236112,4.499077994
54,61,239,0,46,-74.10235369,4.719476182
33,31,95,6,20,-74.10234668,4.673105494
55,56,189,0,26,-74.10234483,4.681073148
50,70,229,0,34,-74.10233822,4.728745635
9,9,28,0,7,-74.10233741,4.494422228
7,8,33,7,11,-74.1023329,4.580736393
48,49,164,7,16,-74.10232292,4.731657642
55,53,201,0,27,-74.10232267,4.501009734
51,52,189,5,33,-74.1023162,4.69381682
11,16,51,0,8,-74.10231368,4.727909963
13,13,50,0,17,-74.10230503,4.48632912
68,68,259,0,33,-74.10230322,4.729885769
22,22,70,0,24,-74.10229618,4.699345949
132,134,476,0,14,-74.10229574,4.755269879
80,85,295,0,33,-74.10229544,4.685967771
70,372,1825,0,8,-74.102292,4.718245422
38,45,157,0,23,-74.10229119,4.608328457
19,17,75,0,14,-74.10229091,4.559733169
58,60,206,15,1,-74.10228778,4.709831332
62,72,257,13,40,-74.10228768,4.7112417
34,36,134,5,51,-74.10228535,4.735537364
21,21,80,0,22,-74.10228063,4.509076344
78,78,285,5,21,-74.10227558,4.565429893
23,22,66,0,13,-74.10227555,4.678376118
53,55,213,6,28,-74.10227182,4.496202255
0,0,0,0,1,-74.10226753,4.613159972
50,58,190,15,29,-74.10226346,4.70437859
42,42,171,11,26,-74.10226319,4.733945597
29,29,82,6,16,-74.10226255,4.492549449
62,68,219,17,32,-74.1022613,4.690661672
22,26,91,0,16,-74.10226082,4.716712055
12,15,50,11,17,-74.10225912,4.674634005
27,25,92,0,11,-74.10225846,4.561383659
52,55,151,5,9,-74.10225692,4.750431237
62,118,579,5,4,-74.10225251,4.71248345
7,8,34,0,1,-74.10224718,4.73104377
140,144,484,12,4,-74.10224623,4.715507986
18,25,103,0,15,-74.102242,4.726417682
41,42,155,5,23,-74.10224009,4.73634982
37,49,181,5,27,-74.10223694,4.498131644
50,80,271,8,34,-74.10223353,4.737841787
59,64,245,0,54,-74.10222721,4.720741146
13,13,38,66,30,-74.10222233,4.586410051
5,4,16,0,11,-74.10222136,4.489171921
28,28,108,0,23,-74.10221916,4.595298748
54,66,216,10,2,-74.10221579,4.712954303
14,18,69,0,7,-74.10221485,4.558863527
5,5,20,0,1,-74.10220775,4.530970873
138,128,323,0,2,-74.10220706,4.676305001
43,61,232,5,30,-74.10220685,4.727664346
38,39,137,0,20,-74.10220594,4.726668012
31,28,113,7,23,-74.10220539,4.599077299
33,35,138,18,20,-74.10220477,4.566519926
54,51,190,13,27,-74.10220387,4.500061787
35,42,154,10,20,-74.10220197,4.600081414
47,48,178,0,15,-74.10220076,4.559385558
43,43,142,17,29,-74.10219799,4.589982868
28,29,115,5,16,-74.10219519,4.718151159
12,9,35,0,14,-74.1021948,4.488852466
803,797,4068,24,26,-74.10219405,4.592293373
60,67,230,10,31,-74.10219361,4.697560311
23,22,82,0,13,-74.10218599,4.601214651
5,5,22,0,4,-74.10218081,4.483927182
58,58,247,0,51,-74.10218047,4.735790066
32,35,132,9,21,-74.10217907,4.597456507
33,33,127,7,27,-74.10217788,4.501915569
19,22,82,0,28,-74.10217622,4.7088231
72,68,227,21,48,-74.10217514,4.570534213
12,12,24,0,4,-74.10217337,4.712564864
70,73,206,18,25,-74.10217233,4.688442518
36,39,150,0,23,-74.10217193,4.505514372
33,41,169,0,26,-74.1021694,4.726921521
27,27,98,0,16,-74.10216383,4.707182932
47,47,151,8,27,-74.10216053,4.747007839
0,0,0,0,1,-74.10215883,4.588420719
6,6,15,7,8,-74.10215529,4.609173358
52,58,210,5,46,-74.10215182,4.71928658
30,24,89,11,22,-74.10215131,4.495285613
29,31,97,0,16,-74.10214863,4.716604685
68,71,216,5,10,-74.1021462,4.751447239
48,56,183,0,31,-74.10214254,4.727172625
44,55,296,29,32,-74.10213627,4.594300658
22,42,155,6,17,-74.10212606,4.564366366
49,52,168,6,26,-74.10212469,4.596420659
40,43,147,0,24,-74.1021228,4.559829013
100,95,334,5,33,-74.10211787,4.563042487
6,6,28,0,0,-74.10211707,4.542018033
54,71,263,6,27,-74.10211603,4.497179336
43,47,175,12,35,-74.10211485,4.49328878
36,70,257,0,34,-74.10211095,4.727430008
3,3,8,8,15,-74.10210859,4.611097149
30,28,108,0,27,-74.10210653,4.546496616
66,69,213,19,22,-74.10210616,4.575915871
8,14,42,0,5,-74.10210495,4.704040171
39,39,164,9,16,-74.10210353,4.505135775
0,0,0,75,52,-74.1020995,4.614647403
25,27,93,5,10,-74.10209515,4.69818749
3,3,13,0,3,-74.10209191,4.728623409
50,49,186,7,27,-74.10209146,4.499035897
39,39,121,6,18,-74.10209128,4.696264468
38,44,160,0,19,-74.10209117,4.695094338
36,38,140,0,10,-74.10208982,4.5591875
87,85,264,22,46,-74.1020825,4.670874757
15,14,53,0,8,-74.10208024,4.55894218
14,15,58,0,16,-74.1020802,4.718033656
58,56,186,33,31,-74.10207884,4.582939731
75,75,237,5,25,-74.10207845,4.684687712
31,30,116,8,18,-74.1020736,4.731551155
46,50,172,6,20,-74.10207215,4.673656636
44,49,182,0,29,-74.10206523,4.729825826
10,10,44,0,14,-74.10206357,4.491017608
172,186,663,15,6,-74.10206193,4.714177477
81,82,306,0,28,-74.10206012,4.738224205
20,22,88,0,9,-74.10205968,4.504002225
0,0,0,0,1,-74.10205914,4.500973136
54,55,212,0,13,-74.10205489,4.565961562
14,13,49,0,20,-74.10205301,4.486408508
0,0,0,0,1,-74.10204455,4.672049383
48,48,198,5,25,-74.10204297,4.740669475
170,163,556,0,1,-74.10204048,4.640590342
62,88,258,12,35,-74.10203908,4.577309631
21,20,75,0,16,-74.10203567,4.716493989
19,35,106,11,16,-74.1020252,4.67529431
52,57,173,0,9,-74.10202373,4.75031464
30,28,96,0,1,-74.10202343,4.755818858
62,68,271,6,54,-74.10202313,4.720544174
185,176,547,18,17,-74.10202223,4.679461583
21,25,111,0,27,-74.10202111,4.508946668
13,14,60,0,7,-74.1020158,4.727915961
71,71,234,6,26,-74.10201505,4.687090574
176,170,566,10,15,-74.10201473,4.574540543
134,134,453,8,52,-74.10201054,4.739384024
