VIVIENDAS,HOGAR,PERSONA,Comercial,Lotes,Longitud,Latitud
3,4,15,0,6,-74.19789071,4.620070227
41,52,191,7,45,-74.19788366,4.628525294
122,127,482,0,66,-74.19787416,4.638095818
36,41,159,0,36,-74.19787127,4.627230669
39,39,138,5,34,-74.19786332,4.640852578
72,72,241,17,32,-74.19785755,4.610053264
103,102,380,0,42,-74.19784811,4.612183026
23,23,96,6,15,-74.19784202,4.615011249
38,51,187,0,39,-74.19783227,4.642853964
26,26,115,0,24,-74.19781964,4.616467254
35,33,119,0,15,-74.19780621,4.620779497
36,44,169,0,16,-74.19780502,4.601991085
10,10,34,0,10,-74.19779606,4.621457365
16,36,108,0,17,-74.19778938,4.626031351
68,73,278,0,66,-74.19777678,4.634802885
41,48,187,13,40,-74.19777038,4.623096281
48,100,366,13,42,-74.19773897,4.606355852
92,135,481,21,51,-74.19773788,4.604484087
98,98,338,16,32,-74.19772362,4.608565037
26,28,103,7,31,-74.19772238,4.640593644
38,38,144,5,27,-74.19770943,4.615662065
33,56,184,6,38,-74.19768976,4.642603906
45,47,188,5,42,-74.19766732,4.633886382
70,133,656,5,12,-74.19766719,4.62381516
43,55,231,9,42,-74.1976569,4.622834015
13,13,51,0,19,-74.19763721,4.617243092
72,72,268,15,32,-74.19763624,4.611068609
60,61,227,14,44,-74.19763185,4.628644707
20,20,78,0,15,-74.1976292,4.614556276
164,167,634,0,66,-74.19762853,4.638238105
11,12,49,0,6,-74.19761865,4.623416697
45,46,178,5,37,-74.19761831,4.62735176
20,22,85,0,27,-74.19761251,4.626646147
44,45,194,7,43,-74.19759298,4.637433586
21,53,157,6,20,-74.19758158,4.602517102
27,43,151,0,34,-74.19757043,4.640343819
32,57,195,0,36,-74.19755257,4.625682911
26,26,95,0,14,-74.19754858,4.613589509
15,22,92,0,25,-74.19754799,4.626166946
41,41,148,0,27,-74.19754529,4.616453893
23,23,91,0,20,-74.19754156,4.614048378
45,80,302,6,43,-74.19753694,4.622577952
66,69,265,16,65,-74.19753111,4.634945886
50,76,294,10,32,-74.1975096,4.607508613
19,21,81,0,14,-74.19750192,4.613322231
45,58,245,0,22,-74.19749854,4.601271673
163,162,602,11,1,-74.19748548,4.630006608
27,41,158,0,36,-74.19746942,4.62541524
24,49,173,9,22,-74.19746269,4.603250942
34,41,154,5,30,-74.19745873,4.62094044
68,68,231,14,32,-74.19744416,4.609956609
24,31,110,0,32,-74.1974352,4.640094145
44,44,168,8,43,-74.19742086,4.635820952
37,51,205,0,42,-74.19741544,4.622323611
27,27,118,0,24,-74.19741448,4.615661242
14,18,47,0,11,-74.19740349,4.623909439
37,37,144,0,21,-74.19739451,4.617223563
44,43,170,0,32,-74.19738452,4.614840643
36,42,151,0,32,-74.19738358,4.625147791
49,52,217,8,49,-74.19738167,4.632983337
44,61,231,8,44,-74.19737922,4.628763992
185,196,830,27,1,-74.1973743,4.636732604
50,52,201,0,36,-74.1973639,4.627468689
37,46,160,8,20,-74.19735219,4.604005327
51,53,195,0,46,-74.19733764,4.634050647
37,51,199,0,16,-74.19733288,4.601535236
47,62,264,10,45,-74.19731777,4.622069608
30,35,125,0,30,-74.19729615,4.639854879
24,27,103,0,29,-74.19729391,4.642172013
52,54,218,5,37,-74.19728646,4.624863134
31,51,145,11,20,-74.19728544,4.604744918
38,38,156,0,19,-74.19725899,4.614097083
39,38,148,0,30,-74.19725189,4.616458061
3,3,10,0,2,-74.19723429,4.618640327
65,68,268,17,65,-74.19723148,4.63512133
38,40,165,0,41,-74.19720644,4.62459425
103,103,336,7,36,-74.19720149,4.609186577
11,11,54,0,10,-74.19718495,4.613121276
20,47,154,7,20,-74.19717811,4.602437836
49,52,214,6,52,-74.19716709,4.632628606
27,43,150,0,31,-74.1971529,4.639605427
52,54,219,10,40,-74.19715226,4.62184418
12,12,51,5,10,-74.19714805,4.624001265
21,21,82,5,26,-74.19714746,4.620122765
4,8,26,0,3,-74.19713997,4.61855215
52,55,207,0,38,-74.19713397,4.624327301
42,43,164,0,24,-74.19713217,4.615697513
45,57,232,6,23,-74.19712709,4.601778063
61,61,263,12,44,-74.1971264,4.628885246
30,49,165,0,39,-74.19712233,4.641612838
67,69,235,0,27,-74.19711961,4.607429531
16,16,89,0,15,-74.19711265,4.617145851
42,43,152,6,39,-74.19710996,4.627585647
12,18,70,0,15,-74.19710143,4.61366537
9,13,45,0,11,-74.19708515,4.618859121
50,54,195,13,48,-74.19708501,4.6341768
15,18,69,0,13,-74.19708042,4.612898675
24,24,93,0,9,-74.19707655,4.614236168
56,56,201,10,26,-74.19706808,4.610661996
3,3,9,0,1,-74.19706242,4.611117891
54,65,275,7,57,-74.19706198,4.62651178
28,70,240,13,25,-74.19706066,4.603171264
22,36,115,0,15,-74.1970558,4.611579682
18,23,92,0,29,-74.19705108,4.642311994
27,27,96,0,16,-74.19703145,4.613400429
56,56,210,8,33,-74.19702172,4.614800714
45,47,200,6,45,-74.19702102,4.632349752
28,39,138,0,29,-74.1970094,4.639351597
68,69,248,0,66,-74.19698618,4.63526508
66,72,267,11,38,-74.19698322,4.621608596
26,32,93,0,38,-74.1969825,4.641364028
38,38,140,0,29,-74.19696917,4.616487572
65,101,354,9,55,-74.19694522,4.612236006
42,91,327,13,37,-74.19691894,4.604251491
36,40,161,0,35,-74.1969169,4.625954984
88,90,334,14,36,-74.19691156,4.608690993
20,21,79,0,10,-74.19689368,4.624094015
21,21,68,0,13,-74.19688316,4.615708216
52,55,201,9,43,-74.19687518,4.629004916
18,19,75,0,14,-74.19687017,4.618539489
16,20,86,20,19,-74.19686617,4.62374929
25,30,101,0,30,-74.19686329,4.639104763
50,61,219,0,37,-74.19685502,4.627701996
8,8,28,0,9,-74.19685301,4.617092101
44,46,180,0,44,-74.19684521,4.636157452
27,37,130,0,31,-74.19683695,4.638451086
44,53,201,6,20,-74.19683692,4.600043587
31,33,114,5,40,-74.19683243,4.641107359
23,26,94,14,46,-74.19680992,4.643449841
35,52,220,0,35,-74.19680826,4.621375002
54,56,233,0,51,-74.1968062,4.631784389
35,39,184,6,17,-74.19680161,4.601000347
4,5,26,0,9,-74.19680003,4.619067054
54,55,199,8,53,-74.19677631,4.634337003
6,6,27,0,4,-74.19677498,4.620811424
48,81,288,9,27,-74.19675913,4.607357416
18,21,98,0,22,-74.19675579,4.620130118
37,37,150,6,25,-74.19675411,4.614966367
70,131,642,0,15,-74.19675237,4.626353061
29,62,246,14,29,-74.19675097,4.605361647
18,15,73,0,16,-74.19674242,4.616497488
26,62,201,0,22,-74.19674001,4.602332275
51,58,222,11,37,-74.19673761,4.623550869
73,75,310,0,70,-74.19673525,4.635411989
7,8,39,0,8,-74.19673198,4.618352649
40,50,232,0,42,-74.19672007,4.619447774
38,48,171,6,40,-74.19669907,4.640858929
65,65,257,12,63,-74.19669491,4.632937966
31,43,170,8,34,-74.19669097,4.627053611
30,77,244,5,21,-74.19668195,4.60307727
23,26,91,0,12,-74.19667104,4.612809432
28,41,168,0,44,-74.19666764,4.643197834
7,7,25,0,8,-74.19666352,4.624177042
6,6,20,0,1,-74.1966385,4.617046774
63,63,234,18,32,-74.19662684,4.610124406
41,55,192,12,40,-74.19662012,4.629124125
37,38,150,5,19,-74.19661939,4.624959827
38,52,214,0,40,-74.19660258,4.627819806
51,56,192,0,32,-74.19657749,4.623311409
32,44,154,0,37,-74.19656744,4.638542244
78,78,266,8,32,-74.19656632,4.606303245
68,130,634,0,11,-74.19656377,4.618874105
15,15,53,0,6,-74.19655836,4.614389201
33,44,155,0,40,-74.19655443,4.640612982
56,56,205,0,23,-74.19655051,4.612390951
50,51,198,0,50,-74.19654014,4.631945162
30,35,144,0,44,-74.19652363,4.642955357
26,49,191,8,30,-74.19652279,4.604105383
57,57,241,5,56,-74.19651981,4.634465096
30,33,123,5,27,-74.19649775,4.613135637
16,18,76,0,22,-74.19649075,4.620242631
36,44,171,0,29,-74.19647638,4.625427974
17,19,69,0,11,-74.19646985,4.618189388
69,75,307,9,48,-74.19646653,4.621032347
47,47,182,0,28,-74.19646515,4.61372609
48,61,253,8,23,-74.19646213,4.600221276
57,117,444,18,50,-74.19645586,4.611016456
32,34,148,7,27,-74.19644714,4.626271632
40,40,139,6,25,-74.1964423,4.613435498
61,62,245,12,61,-74.19644097,4.633067089
54,53,231,6,53,-74.19642538,4.63110439
23,26,97,0,19,-74.19642491,4.625728468
49,54,223,13,40,-74.19642252,4.623067876
72,74,292,10,66,-74.19642189,4.63559517
13,14,62,0,9,-74.19641892,4.614047096
49,57,160,6,41,-74.1964101,4.640374423
7,7,35,0,8,-74.19638808,4.619596445
60,69,274,11,31,-74.19638325,4.609353667
66,87,319,7,31,-74.19637823,4.601019413
20,22,94,0,19,-74.19637816,4.624634661
30,36,122,8,45,-74.19637799,4.642709459
49,76,257,15,30,-74.19636911,4.607278217
40,49,192,26,40,-74.19636754,4.629244923
58,67,277,12,11,-74.19635221,4.600550312
41,53,211,0,43,-74.19634778,4.62793757
34,73,261,18,32,-74.19632956,4.605239076
28,50,160,0,35,-74.19632569,4.638678223
31,41,121,0,31,-74.19628792,4.637492882
70,130,638,0,8,-74.19628598,4.619894203
46,68,263,10,24,-74.19626934,4.599472604
15,15,51,0,14,-74.19626804,4.612759229
26,37,161,5,41,-74.19626772,4.640120137
62,66,284,9,60,-74.19626764,4.634607698
58,60,246,7,42,-74.19626432,4.622825811
27,27,99,0,22,-74.19626231,4.625178909
39,49,180,0,42,-74.19623696,4.642461583
12,16,59,0,6,-74.19623478,4.617766497
15,15,62,0,10,-74.19622646,4.61470736
68,310,1541,0,13,-74.19622453,4.620362283
50,54,206,0,50,-74.19622396,4.632130642
25,38,130,16,29,-74.19618699,4.624386945
68,71,278,0,66,-74.19617647,4.635738813
80,80,267,14,31,-74.19617351,4.608252759
13,18,71,0,16,-74.19615021,4.619625962
12,13,54,0,8,-74.1961493,4.614016626
52,53,212,6,50,-74.19614843,4.631270997
30,61,211,12,23,-74.19614831,4.603298905
31,47,184,6,41,-74.19614083,4.622571416
32,70,258,0,31,-74.19613487,4.606213543
32,66,216,17,21,-74.19613304,4.603972898
30,70,221,6,19,-74.19613245,4.602813626
40,47,166,6,42,-74.19613206,4.639868968
58,58,215,13,57,-74.19612837,4.633218566
26,56,204,9,26,-74.19611266,4.602234477
12,18,75,0,10,-74.19610651,4.619214143
41,46,177,0,41,-74.19609385,4.628053175
31,40,147,0,46,-74.19609108,4.642221146
31,55,182,0,35,-74.19608202,4.638813916
25,26,105,0,29,-74.19607207,4.618533844
46,54,184,0,36,-74.19607121,4.637680779
54,54,218,6,52,-74.19604561,4.630640015
46,47,162,6,25,-74.1960084,4.614312335
22,31,132,0,21,-74.19600441,4.601527591
13,13,59,0,13,-74.19599589,4.61988718
29,45,169,0,40,-74.19598827,4.639622846
19,19,87,5,16,-74.1959806,4.620465002
53,52,178,6,49,-74.19597953,4.632273255
34,75,264,16,30,-74.19596896,4.609268965
20,20,89,0,10,-74.19595985,4.614665916
36,53,172,0,48,-74.19594509,4.641976651
61,62,246,0,61,-74.1959406,4.634765289
35,80,282,0,33,-74.1959362,4.607189152
51,66,270,8,48,-74.19592936,4.622351537
26,53,208,8,25,-74.19588564,4.611364532
36,102,344,14,31,-74.19587984,4.605148869
30,45,167,33,38,-74.19587981,4.624106019
58,59,243,5,56,-74.19587123,4.633346055
18,18,78,0,17,-74.19587088,4.618740272
36,43,166,17,39,-74.19586204,4.629477865
12,17,66,6,11,-74.19584849,4.61088801
37,41,144,0,33,-74.19584407,4.638961312
53,53,210,6,54,-74.1958405,4.630322307
35,54,190,5,38,-74.19584045,4.628172706
13,13,46,0,9,-74.19583927,4.61398446
19,28,120,0,35,-74.19583286,4.637822526
51,53,220,0,50,-74.19583227,4.631456561
68,68,242,7,28,-74.19582109,4.61178861
31,50,190,0,49,-74.19580784,4.622094399
57,68,269,0,27,-74.19579818,4.599970594
28,38,128,8,44,-74.19578402,4.641714172
39,48,163,0,33,-74.19577816,4.636695205
18,20,86,0,17,-74.19574522,4.620000958
59,59,181,11,26,-74.19574411,4.612196636
85,85,297,10,30,-74.19574044,4.608163429
14,16,66,0,7,-74.19572694,4.623218479
34,68,241,13,26,-74.19571416,4.610393301
59,75,308,6,28,-74.19571268,4.599449071
40,60,215,0,41,-74.19570816,4.623874684
37,46,171,0,16,-74.19569439,4.600321846
24,24,95,0,11,-74.19569069,4.614625774
64,68,274,0,63,-74.1956863,4.634897675
58,70,282,8,46,-74.19568521,4.621837447
34,103,347,9,31,-74.19568518,4.606123464
302,311,1271,8,51,-74.19567869,4.6266885
8,8,27,0,5,-74.19566473,4.618803668
44,49,202,0,33,-74.19566094,4.627497272
21,54,205,12,18,-74.19565467,4.604375698
26,35,124,0,44,-74.19565342,4.641470827
42,42,152,8,43,-74.19563916,4.632752727
27,27,111,7,22,-74.19561861,4.612832974
16,34,121,0,23,-74.19561495,4.636947467
30,40,116,0,25,-74.19561021,4.639062542
46,101,366,9,30,-74.19560998,4.60301846
55,58,235,0,55,-74.19560871,4.633471068
23,51,161,23,24,-74.19560625,4.603823203
32,52,202,0,39,-74.19560337,4.62959074
66,67,239,9,25,-74.19560254,4.609909479
30,44,168,0,35,-74.19558984,4.637961307
52,53,201,8,49,-74.19558792,4.63159923
12,12,49,0,7,-74.19557012,4.613956592
44,44,169,7,28,-74.19556096,4.613662017
3,4,18,0,4,-74.19555632,4.628859876
31,31,110,11,20,-74.19554901,4.613371024
43,46,183,0,34,-74.19554634,4.628203696
24,23,83,8,32,-74.19554189,4.613078809
55,61,220,0,40,-74.19553845,4.623641325
34,48,172,7,38,-74.1955047,4.641224365
21,44,144,5,16,-74.19549882,4.602033698
17,25,90,0,14,-74.19549323,4.623270302
42,74,280,9,32,-74.19548679,4.607097722
22,28,122,0,18,-74.19544319,4.619156689
35,82,303,8,32,-74.19543129,4.605058554
17,17,64,0,14,-74.19541328,4.614570727
11,14,49,0,23,-74.19540941,4.629831334
53,53,222,5,51,-74.19540577,4.630722888
32,37,134,0,34,-74.19538551,4.639231778
25,33,102,0,22,-74.19538212,4.637077905
287,288,1231,8,2,-74.19537257,4.625197484
16,24,89,9,18,-74.19537012,4.640980058
19,26,112,0,22,-74.19535417,4.621451419
42,51,164,7,35,-74.19534955,4.638101568
20,26,87,0,22,-74.19532128,4.636180188
11,11,38,0,6,-74.19529834,4.61392327
53,52,212,0,51,-74.19529269,4.633648048
33,92,339,7,30,-74.19529015,4.608072389
65,89,367,20,31,-74.19528408,4.601230603
35,37,139,0,34,-74.19527499,4.628284299
18,30,114,0,19,-74.19526583,4.636617043
41,70,219,22,28,-74.19526075,4.602967639
6,7,25,0,12,-74.19525892,4.62035082
13,15,46,0,18,-74.19524305,4.639581369
32,69,234,9,30,-74.19523712,4.606031427
37,73,244,8,44,-74.19522026,4.640725575
20,29,124,0,19,-74.19520716,4.623336351
6,8,39,0,8,-74.19516651,4.629358742
12,14,44,0,16,-74.19516359,4.629959543
19,19,85,7,18,-74.19515819,4.628996871
23,42,126,9,17,-74.19515706,4.604175525
13,17,75,0,23,-74.19515503,4.635895699
55,57,192,13,53,-74.19514643,4.630840474
27,48,161,13,20,-74.19513523,4.602007304
59,71,263,0,30,-74.19513245,4.60018721
9,10,48,0,8,-74.19512864,4.622571502
27,59,207,6,27,-74.1951248,4.611185146
46,49,169,0,34,-74.19510733,4.638240005
36,35,125,0,20,-74.19509783,4.611624535
16,23,81,10,16,-74.19509234,4.637465358
4,4,14,0,9,-74.19508387,4.628677865
27,27,101,0,12,-74.19508195,4.61208551
26,37,157,0,20,-74.19507579,4.624333527
27,45,159,0,46,-74.19507123,4.640488746
51,64,231,7,23,-74.1950671,4.599239327
58,113,560,10,6,-74.19506378,4.624492989
32,40,145,0,23,-74.19506347,4.60055662
45,46,186,0,44,-74.19506303,4.633089824
49,49,211,0,48,-74.19504204,4.633781504
30,75,274,13,28,-74.19504006,4.607006494
56,76,276,0,28,-74.19503147,4.599626105
16,24,77,0,19,-74.19501464,4.639723911
42,42,163,9,43,-74.19500336,4.631661675
38,83,253,10,28,-74.19499873,4.604969044
13,25,77,0,13,-74.19498847,4.639160379
29,29,123,0,13,-74.19497314,4.609769878
66,125,612,0,11,-74.19496703,4.63004958
28,64,226,6,26,-74.19496372,4.610210379
67,189,921,0,4,-74.19495633,4.619752073
14,14,61,0,14,-74.1949452,4.62849862
37,51,214,7,46,-74.19493627,4.640245505
33,38,157,0,23,-74.19492183,4.623403625
24,27,116,0,18,-74.1949136,4.624110714
12,18,70,0,16,-74.19490197,4.637137394
7,7,28,0,12,-74.19489519,4.628165268
40,49,204,8,31,-74.19488549,4.635671967
62,76,266,9,31,-74.19484501,4.607981824
28,33,107,0,29,-74.19483666,4.638372327
59,64,232,0,59,-74.19483332,4.63099221
23,31,106,0,23,-74.19482872,4.636267883
35,41,137,5,16,-74.19482747,4.602608809
25,28,110,0,17,-74.19482239,4.622612075
14,14,51,0,21,-74.19480609,4.627854113
8,11,44,0,12,-74.19480273,4.630107171
43,89,325,10,29,-74.19480255,4.605944818
62,119,579,0,6,-74.19478641,4.629289809
24,47,164,12,23,-74.19477031,4.604024513
15,25,94,0,16,-74.1947697,4.636903904
27,27,100,0,20,-74.19476922,4.62390217
10,15,40,0,11,-74.19476174,4.639836032
10,19,60,0,13,-74.19475436,4.63929734
29,46,170,0,33,-74.19475126,4.635437345
96,104,411,9,66,-74.19469497,4.622996322
14,15,57,13,12,-74.19468864,4.624613669
38,39,116,0,11,-74.19468088,4.600746247
8,8,35,0,10,-74.19466254,4.628175119
21,22,65,0,15,-74.19464562,4.638861105
41,61,209,5,29,-74.19464006,4.602862534
29,31,119,0,19,-74.19462923,4.623677747
70,131,643,0,11,-74.194626,4.621155485
26,53,190,0,30,-74.19461489,4.635204641
32,95,331,0,30,-74.19460556,4.606920085
30,63,208,13,30,-74.19459809,4.604888712
38,47,166,5,39,-74.19459751,4.637379148
17,24,96,0,19,-74.19459138,4.6364272
65,66,264,5,64,-74.19457391,4.631115893
53,71,274,9,38,-74.19457287,4.622260077
18,23,91,0,14,-74.19456744,4.624438271
12,19,67,0,16,-74.1945431,4.639999704
13,23,87,0,12,-74.19451856,4.621928987
88,88,311,6,40,-74.19451758,4.611498571
22,23,81,0,15,-74.1945166,4.63943672
14,19,65,0,14,-74.19450705,4.638619882
8,9,33,0,11,-74.19449373,4.620684307
6,7,33,0,10,-74.19448639,4.620061315
23,37,152,0,32,-74.19447962,4.634970894
56,56,217,13,27,-74.19447863,4.612666524
19,29,106,0,18,-74.19446938,4.623461679
54,52,191,0,24,-74.19444668,4.612296013
33,52,195,0,24,-74.19442618,4.601975057
45,44,176,0,44,-74.19442367,4.632000734
23,23,67,0,14,-74.19441849,4.624227243
29,80,282,5,29,-74.19441195,4.60789607
6,6,20,0,3,-74.1944059,4.609478273
32,76,262,11,31,-74.19440082,4.605863053
67,69,237,11,35,-74.19439852,4.603008801
45,47,168,0,21,-74.19439006,4.600192991
15,18,63,0,10,-74.19438264,4.621661695
27,66,213,17,26,-74.19435468,4.603887571
31,31,126,0,12,-74.19435386,4.600731244
32,47,155,0,32,-74.19434627,4.637525946
69,74,268,17,34,-74.19434379,4.610402963
24,34,139,0,31,-74.19434187,4.634734267
11,14,54,10,17,-74.1943375,4.638347992
37,37,150,0,20,-74.19433019,4.623257505
72,73,281,6,70,-74.19431311,4.631252162
12,16,52,0,15,-74.19430978,4.640135212
13,19,64,0,12,-74.19430612,4.619219701
13,13,46,0,9,-74.19430399,4.609197435
17,23,69,0,14,-74.19427925,4.639568311
22,22,82,0,15,-74.19426767,4.62451133
20,26,106,0,25,-74.19422772,4.620817485
16,22,79,0,12,-74.19422529,4.620170062
20,20,70,0,15,-74.19421639,4.608936541
33,79,270,0,30,-74.19420358,4.606837195
22,35,133,0,22,-74.19420009,4.61955441
20,28,102,0,18,-74.19419452,4.639115435
27,41,154,0,31,-74.19419289,4.63447527
15,17,66,0,26,-74.19418567,4.636645651
32,98,338,8,31,-74.194176,4.604801224
19,30,104,6,24,-74.19416847,4.637782896
79,79,273,0,40,-74.19416142,4.611553862
28,29,109,0,21,-74.19412038,4.608679771
30,36,128,0,32,-74.19410615,4.636129615
29,30,116,0,14,-74.1941038,4.623805597
57,63,258,8,32,-74.1940979,4.602024452
105,105,354,5,42,-74.19408764,4.601066354
20,40,128,7,23,-74.19408192,4.638644917
143,143,598,19,0,-74.19407495,4.613742645
40,40,164,19,17,-74.19405748,4.603004577
39,48,172,0,30,-74.19405238,4.634234716
32,46,172,8,34,-74.19405026,4.621050226
111,111,410,9,57,-74.19404933,4.601452793
36,59,202,12,34,-74.19404868,4.621980933
13,20,66,7,14,-74.1940438,4.639705623
38,81,296,9,30,-74.19400814,4.607812361
66,66,266,0,66,-74.19400423,4.631433036
27,27,81,0,10,-74.19399813,4.600726748
9,9,40,0,4,-74.19399635,4.609623354
4,4,13,0,3,-74.19399283,4.62412442
18,18,72,6,4,-74.19398945,4.624453886
86,95,328,14,42,-74.19398204,4.610386725
32,96,307,9,30,-74.19398056,4.605775726
40,44,136,0,33,-74.19397099,4.635892834
30,30,118,0,14,-74.19395263,4.623593416
19,22,84,0,17,-74.19394586,4.619714143
32,90,322,14,29,-74.19394076,4.603751549
21,27,107,5,25,-74.19393771,4.637916502
5,8,25,0,6,-74.19392753,4.619926613
12,12,45,0,12,-74.19392271,4.608482415
34,42,140,7,35,-74.19390897,4.63399171
27,28,114,6,30,-74.19390703,4.624855132
12,12,46,0,6,-74.193895,4.618818482
3,3,14,0,58,-74.19386162,4.620220531
21,41,144,5,20,-74.19385873,4.622648907
5,9,41,0,4,-74.19385059,4.62392634
19,29,109,0,21,-74.19384632,4.638777011
23,23,97,0,21,-74.19383769,4.609458676
39,54,192,0,33,-74.19383523,4.635659447
19,34,115,5,18,-74.19382135,4.637447949
39,44,166,7,17,-74.19381009,4.598541182
55,91,309,6,31,-74.19380902,4.598947463
30,33,107,0,13,-74.19380607,4.62338567
20,23,88,0,22,-74.19380212,4.636867745
35,89,328,9,31,-74.19378748,4.606752393
11,11,37,0,4,-74.19377093,4.623196115
64,66,271,6,39,-74.1937671,4.602040233
24,36,141,6,30,-74.19376384,4.621186235
71,73,272,0,66,-74.19375867,4.631576548
33,90,312,8,32,-74.19375298,4.604716572
36,77,241,0,31,-74.19374136,4.599293604
21,28,93,0,19,-74.19372789,4.624141594
22,26,103,0,18,-74.19372702,4.633697563
81,81,304,0,36,-74.19372081,4.600174049
23,24,103,0,17,-74.19371326,4.609216877
43,57,209,0,32,-74.19369878,4.635425406
64,121,604,0,4,-74.19369467,4.623718075
30,32,120,0,19,-74.19368904,4.602445348
25,35,131,18,33,-74.19367876,4.63904251
100,100,340,10,30,-74.19367379,4.59963843
50,54,206,5,42,-74.19366658,4.619524428
25,41,144,0,20,-74.19365127,4.611408227
30,47,176,0,23,-74.19364883,4.624606504
32,42,165,12,36,-74.19364701,4.607737231
27,50,172,5,23,-74.1936368,4.622087865
0,0,0,0,1,-74.19360992,4.630120008
55,54,190,0,20,-74.19360301,4.611051525
8,12,48,0,1,-74.19360298,4.602726288
20,20,74,0,13,-74.19358831,4.608972358
25,28,113,0,21,-74.19358468,4.618726619
10,15,61,0,19,-74.19356105,4.635187251
3,4,15,0,2,-74.19355659,4.623274523
33,86,291,9,32,-74.19355526,4.605690243
42,42,148,0,20,-74.19354868,4.610682003
6,6,26,0,4,-74.19354557,4.623513001
