"";"dgrid";"Fecha";"Accidentes";"Latitud.Inferior";"Latitud.Superior";"Longitud.Inferior";"Longitud.Superior";"semaf_count_d";"colegios_count_d";"paraderos_count_d";"parques_count_d";"estaciones_count_d";"viasprincipales_count_d";"viassecudarias_count_d";"viviendas_count_d";"hogares_count_d";"personas_count_d";"comercial_count_d";"lotes_count_d";"T_Med";"T_Max";"T_Min";"Hum_Rel_Med";"Prec_Tot";"Vis_Med";"Vel_Med_Viento";"Vel_Max_S_Viento";"Vel_Max_Raf_Viento";"Ind_Lluvia";"Ind_Nieve";"Ind_Tormenta";"Ind_Niebla";"Clas.Final";"TemporadaTrafico";"Eventos.Especiales";"CarrosCirculando"
"7140";20;"24/07/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,7;19;9,7;75;1,02;11,6;13,1;33,5;0;1;0;0;0;"Habil";"Moderado Trafico";"No";"SoloImpares"
"7141";20;"25/07/2014";7;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,6;20;8,7;63;0,51;11,6;14,3;33,5;0;1;0;0;0;"VisperaDescanso";"Moderado Trafico";"No";"SoloPares"
"7142";20;"26/07/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;21;9;64;0,25;11,7;13;22,2;0;1;0;0;0;"Sabado";"Moderado Trafico";"No";"Todos"
"7143";20;"27/07/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;20,8;9,8;66;0;12,1;11,5;35,9;0;1;0;0;0;"DomingoFestivo";"Moderado Trafico";"No";"Todos"
"7144";20;"28/07/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,7;20;10;62;0;12,7;16,7;37;0;0;0;0;0;"Habil";"Moderado Trafico";"No";"SoloImpares"
"7145";20;"29/07/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,5;20;8;61;0;12,1;17;33,5;0;0;0;0;0;"Habil";"Moderado Trafico";"No";"SoloPares"
"7146";20;"30/07/2014";5;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,7;19;8,8;69;0;12,2;14,6;27,8;0;0;0;0;0;"Habil";"Moderado Trafico";"No";"SoloImpares"
"7147";20;"31/07/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,2;19;9;65;0;12,1;13,3;29,4;0;0;0;0;0;"Habil";"Moderado Trafico";"No";"SoloPares"
"7148";20;"1/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,7;19,1;8;68;0;11,6;11,1;25,9;0;0;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"7149";20;"2/08/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;17;11;72;NA;10;16,7;42,4;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7150";20;"3/08/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,7;18;9;70;0;10;13,5;37;0;0;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7151";20;"4/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,7;21;5;65;0;10;11,3;33,5;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7152";20;"5/08/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,8;20,6;7;69;NA;10,6;11,1;27,8;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7153";20;"6/08/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;17;9,2;70;0;10,6;15;29,4;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"7154";20;"7/08/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,4;18;9;64;0;10,6;15;27,8;0;0;0;0;0;"FestivoEntreSemana";"Normal Trafico";"No";"Todos"
"7155";20;"8/08/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,2;19;9,8;72;NA;11,3;10,6;25,9;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"7156";20;"9/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,8;17;10;81;NA;9,5;12;27,8;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7157";20;"10/08/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;18;9;73;NA;10,1;9,6;18,3;0;1;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7158";20;"11/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,3;19;9;68;0;10;14,4;27,8;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7159";20;"12/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;24;9;72;NA;10,5;13;29,4;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7160";20;"13/08/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;19;10;66;0;11,1;13,9;25,9;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7161";20;"14/08/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;19,4;9,7;64;0;11,3;14,8;31,7;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7162";20;"15/08/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,8;18;12;58;0;12,4;19,4;32,4;0;0;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"7163";20;"16/08/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;19;9,4;67;0;12,2;14,4;29,4;0;1;0;0;0;"Sabado";"Moderado Trafico";"No";"Todos"
"7164";20;"17/08/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,4;19;9;70;0;11,1;15;46,9;0;1;0;0;0;"DomingoFestivo";"Moderado Trafico";"No";"Todos"
"7165";20;"18/08/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;19,3;9,7;69;0,25;11,7;16,1;28,7;40,7;1;0;0;0;"FestivoEntreSemana";"Moderado Trafico";"No";"Todos"
"7166";20;"19/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,4;19,3;10,5;69;0;11,9;16,1;33,5;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7167";20;"20/08/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,7;18;7;70;0;12,1;15,2;33,5;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7168";20;"21/08/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,3;19,4;7,9;74;0;10,9;8;22,2;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7169";20;"22/08/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,9;20;7;74;NA;11,4;9,6;22,2;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"7170";20;"23/08/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;20;10,6;73;0;11,1;11,1;20,6;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7171";20;"24/08/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,3;20;8,5;70;0,25;12,2;8;18,3;33,5;0;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7172";20;"25/08/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,7;20,3;9;74;0;10,3;10;21,7;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7173";20;"26/08/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,1;17,4;9;75;3,05;11,1;12,2;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7174";20;"27/08/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,4;17,4;9,6;79;2,03;11,1;7,8;18,3;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7175";20;"28/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,9;18;6,5;76;0;10,9;10,9;31,7;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7176";20;"29/08/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,4;19;6,5;66;0;11,7;17,2;37;0;0;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"7177";20;"30/08/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,4;20;1,6;56;0;12,6;15;27,8;0;0;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7178";20;"31/08/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;19,9;6,5;58;0;12,4;15,4;35,2;0;0;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7179";20;"1/09/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,4;21;9;60;0;12,7;15,4;37;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7180";20;"2/09/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,8;20,5;6,9;75;0;12,1;9,4;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7181";20;"3/09/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,4;18;7;70;0,25;11,6;8,5;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7182";20;"4/09/2014";5;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,7;18,4;9;69;0;10,6;13,7;28,7;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7183";20;"5/09/2014";5;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,4;18,1;5;72;0,51;11,6;7,8;20,6;0;1;0;0;1;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"7184";20;"6/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,2;18,4;9;73;0;11,6;11,1;25,2;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7185";20;"7/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,2;18,4;8;72;1,02;11,3;13,1;28,7;40,7;1;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7186";20;"8/09/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,3;17,6;8,7;66;0;11,1;18;29,4;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7187";20;"9/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,6;20;5,6;65;0;12,2;10,9;22,2;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7188";20;"10/09/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13;19,5;5;68;0;12,1;8,7;14,8;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7189";20;"11/09/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;19,3;9,3;76;0;11,1;9,3;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7190";20;"12/09/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,4;18,9;9,6;66;0,51;12,7;13,7;27,8;0;0;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"7191";20;"13/09/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,3;18,3;10,4;71;2,03;11,6;12,4;28,7;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7192";20;"14/09/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,3;19;10,5;67;3,05;11,1;11,9;27,8;0;1;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7193";20;"15/09/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,4;19;9;66;0;12,2;11,5;25,9;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7194";20;"16/09/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,1;18,6;6;66;0;12,2;10,7;24,1;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7195";20;"17/09/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,2;20;7;72;0;11,7;9,4;20,6;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7196";20;"18/09/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;19,9;10,5;80;0,76;10,6;8,1;18,3;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7197";20;"19/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;19;8,6;78;0,25;11,4;8,1;29,4;0;1;0;1;1;"VisperaDescanso";"Normal Trafico";"Amor y Amistad";"SoloPares"
"7198";20;"20/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;19;10,8;82;16;10,8;8,3;22,2;0;1;0;0;0;"Sabado";"Normal Trafico";"Amor y Amistad";"Todos"
"7199";20;"21/09/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;19;10,8;84;5,08;10,9;7;18,3;0;1;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7200";20;"22/09/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,2;20;9;72;13,97;10,9;8,3;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7201";20;"23/09/2014";8;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,3;21;8,7;64;0;11,3;7,6;14,8;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7202";20;"24/09/2014";6;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,9;20,6;5;72;0;11,6;8,1;18,3;0;0;0;0;1;"Habil";"Normal Trafico";"No";"SoloImpares"
"7203";20;"25/09/2014";7;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,4;22;8;68;NA;11,9;10,2;18,3;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7204";20;"26/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,3;21;6,3;73;11,94;10,8;8,7;22,2;0;1;0;1;1;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"7205";20;"27/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;19,6;8;71;0;11,3;10,9;29,4;0;0;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7206";20;"28/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,7;24;7,8;67;NA;11,7;12,8;35,9;0;1;0;1;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7207";20;"29/09/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;19;9;61;0;12,1;12,6;25,9;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7208";20;"30/09/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,2;19,2;5;57;0;12,7;14,6;25,9;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7209";20;"1/10/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;19,4;8;64;0;11,7;15,4;29,4;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7210";20;"2/10/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;18,3;9,8;68;0;11,3;14,1;33,5;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7211";20;"3/10/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;18,4;9;69;0,51;12,4;11,9;22,2;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"7212";20;"4/10/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,5;20,1;8;75;0;11,6;8,5;22,2;0;1;0;1;0;"Sabado";"Moderado Trafico";"No";"Todos"
"7213";20;"5/10/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;20,1;8;78;8,89;10,5;9,1;25,9;0;0;0;1;1;"DomingoFestivo";"Moderado Trafico";"No";"Todos"
"7214";20;"6/10/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,5;20,3;9,6;73;0;11,1;8,7;22,2;0;0;0;0;0;"Habil";"Moderado Trafico";"No";"SoloImpares"
"7215";20;"7/10/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,5;19,9;11;79;0,25;10,8;9,3;18,3;0;1;0;0;0;"Habil";"Moderado Trafico";"No";"SoloPares"
"7216";20;"8/10/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;18;9;81;0;9,3;8,7;18;0;1;0;1;0;"Habil";"Moderado Trafico";"No";"SoloImpares"
"7217";20;"9/10/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,9;17,8;11;86;11,94;8,7;6,5;18,3;0;1;0;1;0;"Habil";"Moderado Trafico";"No";"SoloPares"
"7218";20;"10/10/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,2;17,1;10;80;0;9,7;6,1;18,3;0;1;0;0;0;"VisperaDescanso";"Moderado Trafico";"No";"SoloImpares"
"7219";20;"11/10/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,8;18,2;11,8;82;3,05;9,8;7;18,3;0;1;0;0;0;"Sabado";"Moderado Trafico";"No";"Todos"
"7220";20;"12/10/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;20;10,5;75;0;10,9;8,9;27,8;0;0;0;0;0;"DomingoFestivo";"Moderado Trafico";"No";"Todos"
"7221";20;"13/10/2014";0;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,5;20,4;10,6;73;6,1;10,6;9,8;25,9;0;1;0;0;0;"FestivoEntreSemana";"Moderado Trafico";"No";"Todos"
"7222";20;"14/10/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,7;20;9;66;0;12,4;14,4;32,4;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7223";20;"15/10/2014";6;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14;19,8;9;69;0;11,7;11,7;27,8;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7224";20;"16/10/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,6;20;10,9;73;0,25;11,9;10,4;25,9;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7225";20;"17/10/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;19,6;9;73;3,05;10,9;8,9;22,2;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"7226";20;"18/10/2014";2;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;17;10,9;77;0;11,6;9,3;27,8;0;1;0;1;0;"Sabado";"Normal Trafico";"No";"Todos"
"7227";20;"19/10/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,3;17,4;11;84;20,07;9,5;7,6;14,8;0;1;0;1;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7228";20;"20/10/2014";6;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;18,2;9;77;3,05;11,1;7;14,4;0;0;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7229";20;"21/10/2014";7;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;19;9,8;69;0;11,6;10;18,3;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7230";20;"22/10/2014";5;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,7;19;10,8;77;0,76;10,6;8,3;18,3;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"7231";20;"23/10/2014";5;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,2;20;10;71;11,94;11,1;8,7;18;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"7232";20;"24/10/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,1;20,4;7;80;0;10,8;7;18;0;1;1;1;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"7233";20;"25/10/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;20,4;10;82;7,87;10,1;9,1;20,6;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"7234";20;"26/10/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,6;18,3;11;84;8,89;10,5;8,7;25,2;0;1;0;0;1;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"7235";20;"27/10/2014";6;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;19;9,7;79;8,89;10,6;6,5;18,3;0;1;0;1;1;"Habil";"Normal Trafico";"No";"SoloPares"
"7236";20;"28/10/2014";6;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,1;20;4;83;0;9,7;7,2;22,2;0;1;0;1;1;"Habil";"Normal Trafico";"No";"SoloImpares"
"7237";20;"29/10/2014";6;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;12,7;20;7,6;81;0;6,4;9,6;29,4;0;0;0;1;1;"Habil";"Normal Trafico";"No";"SoloPares"
"7238";20;"30/10/2014";8;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13;20;6,8;80;0;8,5;8,5;18,3;0;0;0;1;1;"Habil";"Normal Trafico";"No";"SoloImpares"
"7239";20;"31/10/2014";4;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,4;19,2;9;75;0,25;9,7;8,5;22,2;0;1;0;0;1;"VisperaDescanso";"Normal Trafico";"Halloween";"SoloPares"
"7240";20;"1/11/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;14,1;20;9;80;1,02;10,9;8,9;22,2;0;1;0;0;0;"Sabado";"Moderado Trafico";"No";"Todos"
"7241";20;"2/11/2014";1;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,9;21;7,6;75;0,76;11,3;8,1;18,3;0;0;0;0;0;"DomingoFestivo";"Moderado Trafico";"No";"Todos"
"7242";20;"3/11/2014";3;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,3;20,8;9;75;0;11,3;8,9;14,8;0;0;0;0;0;"FestivoEntreSemana";"Moderado Trafico";"No";"Todos"
"7243";20;"4/11/2014";7;4,69494;4,71961;-74,07659;-74,04987;33;43;110;121;6;7;1983;32001;32321;96633;3976;9957;13,3;21;6;74;0;11,6;8;25,9;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
