FID,Código Único Paradero SITP,Nombre Paradero,Dirección Paradero,coord_x,coord_y
7303,213B11,Br. Arborizadora Alta I,KR 45 - DG 69N Sur,"-74,15836699999369","4,570131999926712"
7317,441A06,Br. San Pablo,KR 120 - CL 17,"-74,15564899977788","4,6871940000356345"
7319,532A12,Br. El Bosque,TV 1 Este - CL 87 Bis Sur,"-74,10265599955876","4,505389000018539"
7335,634B09,Br. José María Carbonell,TV 78D - CL 71C Sur,"-74,19606500031774","4,604383000110909"
7340,671A01,La Calleja,AK 19 - CL 127C,"-74,04845399991787","4,709915999850563"
7341,672A01,La Calleja,AK 19 - CL 127C,"-74,04806300010563","4,710236000366825"
7343,673A01,Br. Barrancas,CL 155 - KR 7A,"-74,02528200028316","4,730046000405776"
7360,635A09,Br. Muzú,KR 51 - CL 40B Sur,"-74,12989500036979","4,595909000395676"
7361,636A09,Br. Autopista Sur,KR 51 - CL 42 Sur,"-74,13098199959279","4,594542000171908"
7364,144B01,Portal del Norte,Auto Norte - CL 172A,"-74,04566499955696","4,754015999995213"
7371,404A10,Urb. Galicia,KR 73J - CL 62D Sur,"-74,17200900005295","4,589334000310687"
7383,493A05,Gran Granada,CL 77 - TV 119A,"-74,13002000004325","4,720494000221874"
7387,572A13,CED Provincia de Quebec,KR 14 Este - CL 74C Sur,"-74,09114400025955","4,515708000297836"
7388,573A13,CED Provincia de Quebec,KR 14 Este - CL 74C Sur,"-74,09120399963571","4,515487999796936"
7390,575A13,Br. Santa Bárbara,AC 6 - KR 7,"-74,07991200044452","4,5911159998915005"
7398,494A05,Br. Los Monjes,TV 85 - CL 52BBis,"-74,11303100030455","4,678264999892768"
7408,408A07,Br. San Pablo Jericó,AV. Centenario - KR 119,"-74,15797100015857","4,6849610003418745"
7415,648A09,Urb. Clarelandia,AV. Bosa - KR 80B,"-74,18183400007952","4,609630000523732"
7436,110B05,Br. Sabana del Dorado,CL 63B - KR 119B,"-74,14386600031702","4,711096000017368"
7448,023B06,Centro Industrial,AV. Centenario - KR 65,"-74,11587199964568","4,635778999881217"
7463,419B11,IED Rafael Uribe Uribe Sede A,AK 24 - CL 47A Sur,"-74,12821200039677","4,578660000204763"
7476,656A09,Río Tunjuelo,AV. C. de Cali - CL 69 Sur,"-74,19308400033621","4,614713000462027"
7493,204B05,Br. San Antonio Engativá,AC 63 - KR 109 A,"-74,13058300028295","4,699254000420603"
4,359A00,Br. Eduardo Santos,AC 1 - KR 19A,"-74,09345110208126","4,593420995262951"
5,358A00,Br. El Vergel,AC 1 - KR 24B,"-74,09806578183176","4,594754433402746"
6,357A00,Br. Santa Isabel,AC 1 - KR 26A,"-74,10171267418734","4,5950051120911475"
27,093A02,Br. Estoril,AC 100 - KR 47A,"-74,06015423310002","4,687826100973521"
41,174C03,Br. Los Andes,AK 68 - CL 99,"-74,0729634930943","4,688891735983741"
62,213C00,Br. Chicó Norte III Sector,AC 100 - TV 18,"-74,05081367743821","4,685437396698727"
63,215A00,Colsanitas CL 100,AC 100 - KR 11B,"-74,04504903734305","4,683222519755189"
80,141A02,Br. Mónaco,AC 116 - KR 53,"-74,06359700576516","4,700804896803601"
85,022A01,Br. San Patricio,AC 116 - KR 17A,"-74,04710045887195","4,697590858019486"
90,179A01,Instituto Pedagógico Nacional,AC 127 - KR 11 Bis A,"-74,03529171818663","4,704246533738724"
103,007A02,C.C. Bulevar Niza,AC 127 - AV. Suba,"-74,07110289708794","4,711424430841475"
104,183A03,C.C. Niza,AC 127 - KR 60,"-74,07351246075095","4,71092777592852"
107,188A03,Clínica Juan N. Corpas,AC 127 - KR 71B,"-74,07817543482943","4,709941999730158"
113,151A02,Br. El Batán,AC 127 - KR 56A,"-74,06597057573137","4,709560281005222"
115,144A02,Carrera 51A,AC 127 - KR 51A,"-74,06015125967645","4,7075441050227695"
129,369A07,Br. Estación Central,AC 13 - KR 33,"-74,09487247581261","4,617158539299262"
144,016A06,Br. San Pedro,AV. Centenario - KR 96H,"-74,14793400041991","4,666673000338441"
162,341A07,El Tintal II,AV. Centenario - KR 87,"-74,13729974857809","4,660736930397659"
167,041A07,Br. Villa Alsacia,AV. Centenario - KR 69B,"-74,12397908757403","4,6426593279976185"
168,020A07,Br. Lusitania,AV. Centenario - AK 68D,"-74,12308625111483","4,64053280922495"
174,365A07,Br. Gorgonzola,AC 13 - KR 44,"-74,10302686004066","4,624000237757282"
180,831A00,Alcaldía Local Los Mártires,AC 13 - KR 19,"-74,08479743062503","4,607733560796585"
186,039A01,Br. El Contador,AC 134 - KR 17,"-74,04657266899814","4,717704279778952"
188,339A02,Br. Prado Veraniego,AC 134 - KR 45A,"-74,0535156831504","4,719113395891004"
190,018A02,Br. Prado Veraniego,AC 134 - KR 53B,"-74,05896636744363","4,720344442069871"
193,019A02,Br. Iberia,AC 134 - KR 58C,"-74,06748452714096","4,724702233287908"
206,260A01,Éxito Country,AC 134 - KR 9B,"-74,03430775842165","4,713012963550258"
209,245C00,Br. Las Nieves,AC 19 - KR 4,"-74,06929937733979","4,60395566618871"
223,256A00,Pl. Paloquemao,AC 19 - AK 27,"-74,08530026440194","4,61590687274133"
232,024B07,Br. Industrial Centenario,AC 19 - AK 39,"-74,09372532629645","4,624052381771571"
253,247D00,Br. Veracruz,AC 19 - KR 5,"-74,07115106026188","4,604899429418847"
283,383A05,Puente Aéreo,AC 26 - KR 106,"-74,13602037064538","4,6941717435665336"
286,383A06,Aeronáutica Civil,AC 26 - KR 103,"-74,13284324508112","4,6903364469312425"
301,415A06,Estación Gobernación,AC 26 - KR 51,"-74,09628059669856","4,641758338489949"
302,417A06,Estación Quinta Paredes,AC 26 - KR 45,"-74,09297171253662","4,636525758740851"
308,792A00,Pq. El Renacimiento,AC 26 - KR 19B,"-74,07622074748357","4,6198983875345165"
310,664A00,Estación Universidades,KR 3 - CL 21,"-74,06725010278441","4,605107810492227"
315,033A07,Br. Comuneros,AC 3 - AK 36,"-74,1064417274398","4,6075795006735385"
326,043A08,Br. Galán,AC 3 - KR 56A,"-74,12021920961361","4,619950283825744"
340,276A00,Br. Palermo,AC 45 - KR 15A,"-74,06953475480886","4,6329429785438965"
352,075A00,Br. Sucre,AC 45 - KR 8,"-74,06539499997601","4,631691999773703"
361,016A05,Br. Nicolás de Federmán,AC 53 - KR 46,"-74,0845373935031","4,6460605946964195"
365,035A05,Parque Metropolitano Simón Bolivar,AC 53 - AK 60,"-74,09383066184837","4,652592941292554"
371,209A05,Br. La Esmeralda,AC 53 - KR 57,"-74,09122072267303","4,6501617352657885"
377,260A00,Br. Galerías,AC 53 - KR 25,"-74,07520334972878","4,641911133185851"
380,261A00,Br. Quesada,AC 53 - KR 15,"-74,0677823222509","4,640532223652654"
381,262A00,Br. Quesada,AC 53 - KR 13,"-74,06560039527415","4,640174637649939"
395,141A05,Instituto Técnico Industrial (ITI) Francisco José de Caldas,AC 63 - AK 68,"-74,09536005978926","4,667364441208544"
409,325A00,Br. San Luis,AC 63 - KR 18,"-74,0688424654402","4,650245889090569"
422,012A04,Hsp. Infantil San José,AC 68 - KR 53,"-74,0782161572579","4,666437409310266"
427,121B04,Avenida La Esmeralda,AC 68 - KR 58,"-74,08108460641918","4,670555642904982"
444,151A00,Almacenes Tía,CL 66 - KR 24,"-74,07105298219918","4,657516949652535"
447,315A00,Centro Comercial Av Chile,AC 72 - KR 10,"-74,0581460627571","4,656979004113047"
448,314A00,Universidad Pedagógica Nacional,AC 72 - AK 11,"-74,05912758629107","4,657621155725198"
453,004A00,Br. Los Alcázares Norte,AC 72 - KR 28,"-74,07029060178048","4,665533235080716"
470,115A04,Br. Santa María,AC 72 - KR 75,"-74,09782800496258","4,68955638878521"
473,114A04,Br. Tabora,AC 72 - KR 77A,"-74,10039577093026","4,691588461917889"
478,113C04,Br. Tabora,AC 72 - KR 80,"-74,10197820001565","4,6928879087476405"
479,309A04,Br. Almería,AC 72 - AV. C. de Cali,"-74,1054814589438","4,695682615223064"
484,122B04,Br. Florencia,AC 72 - KR 88,"-74,10799920132659","4,697455980513922"
485,122C04,Br. Florencia,AC 72 - KR 88,"-74,10768232959326","4,697262336511873"
487,123B04,Br. Santa Rosita,AC 72 - KR 93,"-74,11161297369596","4,7000107924476096"
503,478A05,Br. Álamos,AC 72 – KR 99C,"-74,11618072186275","4,7034113699264735"
505,172A05,C.C. Diver Plaza Álamos,AC 72 - KR 96A,"-74,11435519518676","4,701830175494316"
531,181C05,Br. La Estrada,AC 72 - KR 69M,"-74,091075577381","4,683279632862972"
533,182B05,Br. La Estrada,AC 72 – KR 69A,"-74,08933392191152","4,681393886133304"
542,005A00,Alcázares,AC 72 - KR 28,"-74,07045154125183","4,665411110869499"
562,413A04,Estación Granja - Cr. 77,AC 80 - KR 80A,"-74,09710978751988","4,699636595023045"
564,078A04,Br. Santa María,AC 80 - KR 73B,"-74,09191794828416","4,696602907060596"
567,417A04,Estación Las Ferias,AC 80 - TV 69R,"-74,08447044745488","4,690374549405479"
573,423A04,Estación Escuela Militar,AC 80 - KR 51,"-74,06907761114391","4,6748234480204385"
592,428A04,Portal de la 80,AC 80 - TV 94L,"-74,10990152048463","4,70797530722147"
634,761A00,Br. Las Nieves,AK 10 - CL 22,"-74,07274875352057","4,608532244543616"
659,227B00,Clínica de Traumatología y Ortopedia,AK 11 - CL 71,"-74,0593616468299","4,6564321207753805"
666,230B00,Centro Cosmos 64,AK 13 - CL 64,"-74,06325917184469","4,651484732436588"
669,232A00,Cuerpo Oficial de Bomberos de Bogotá,AK 13 - CL 60 Bis,"-74,0639506060172","4,6474706242538035"
670,232B00,Cuerpo Oficial de Bomberos de Bogotá,AK 13 - CL 61,"-74,06379675874501","4,648171474546956"
672,098A00,Br. Chapinero Central,AK 13 - CL 57,"-74,06446246786271","4,644222295542278"
673,098B00,Br. Chapinero Central,AK 13 - CL 58,"-74,06439105359426","4,6447656740522065"
683,234C00,Universidad Piloto,AK 13 - CL 46,"-74,06619171130993","4,63398841376252"
688,237A00,RCN Radio,AK 13 - CL 38,"-74,06746755167703","4,626300552844283"
693,238B00,Br. San Martín,AK 13 - CL 31,"-74,0687402919581","4,618813534895989"
697,240B00,Edificio Bavaria,AK 13 - CL 27,"-74,07068126023293","4,614853880496871"
712,295B01,Br. Santa Bibiana,AK 15 - CL 105,"-74,04637794927883","4,690022568342337"
717,301A00,Br. Porciúncula,AK 15 - CL 76,"-74,05931700235692","4,662441398069348"
718,302A00,C.C. Unilago,AK 15 - CL 79,"-74,05800516469975","4,664693967347401"
723,304B00,Clínica del Country,AK 15 - CL 83,"-74,0557425519425","4,668943229044465"
729,307B00,CADE Chicó,AK 15 - CL 90,"-74,0534100421713","4,673716275213346"
731,308B00,C.C. La Plazuela,AK 15 - CL 90,"-74,05289945323852","4,674779023691138"
733,310B00,Cámara de Comercio Sede Norte,AK 15 - CL 93,"-74,05154908414389","4,67741794196794"
739,094A00,Centro de Negocios Chicó Plaza,AK 15 - CL 98,"-74,04838076566266","4,6837080065393515"
752,119A01,C.C. Unicentro,AK 15 - CL 124,"-74,0426916918492","4,703163757677592"
756,147A00,Br. La Magdalena,KR 17 - CL 37,"-74,07274018179612","4,627031904032558"
758,351A00,Urb. La Magdalena (Alcaldía Local de Teusaquillo),AK 19 - CL 39B,"-74,0725752762628","4,629413557651217"
770,102A00,Calle 58B (Iglesia Divino Salvador),KR 17 - CL 58B,"-74,06842769710383","4,645568126694715"
777,193B00,Br. La Esperanza,KR 17 - CL 64,"-74,0669919709892","4,653280717897512"
778,355A00,Br. Concepción Norte,KR 17 - AC 68,"-74,06543139072816","4,656700452735127"
779,355B00,Br. Concepción Norte,KR 17 - CL 67,"-74,06582566489963","4,656064170202154"
799,292A01,Br. Santa Bibiana,AK 19 - CL 104,"-74,05123881412958","4,691720543624194"
802,293A00,Br. Chicó Norte III Sector,AK 19 - CL 95,"-74,05214700010204","4,684598999774971"
816,285A01,Br. Las Margaritas,AK 19 - CL 150,"-74,04473197696352","4,73201982372526"
830,170A00,El Campín,AK 24 - DG 61D Bis,"-74,07298868454981","4,649208997301103"
832,272A00,Br. Galerías,TV 24 - CL 53B,"-74,07611691660979","4,644998079466366"
833,341A00,San Luis  CL 61F,AK 24 - CL 61F,"-74,07261316001497","4,649693531669856"
834,340A00,Muequetá,AK 24 - AC 63,"-74,07222474106253","4,651822901381443"
838,399A00,Br. Colombia,AK 24 - AC 72,"-74,06739428957403","4,662366304781451"
849,018A10,Urb. Quiroga IX Etapa,AK 24 - CL 40 Sur,"-74,12090980206469","4,580941138119094"
852,020A10,Br. Santa Lucía,AK 24 - CL 46 Sur,"-74,12715222731339","4,578978718003979"
853,419A11,IED Rafael Uribe Uribe Sede A,AK 24 - CL 47A Sur,"-74,12868599196486","4,578487022820646"
860,060A11,IED Rafael Uribe,AK 24 - CL 46 Sur,"-74,1280734469423","4,57850496582127"
861,060B11,IED Rafael Uribe,AK 24 - CL 47A Sur,"-74,12871205748115","4,578201561780759"
863,023A11,Br. Quiroga,AK 24 - CL 40 Sur,"-74,1214500515715","4,580594742061987"
880,084A10,Br. La Fragua,AK 27 - CL 14 Sur,"-74,10497152937447","4,59332492905235"
884,336A10,Br. Santander Sur,AK 27 - CL 30A Sur,"-74,1140480001057","4,5886829998938765"
915,008A09,Urb Villa Sonia,AK 50 - CL 39A Sur,"-74,1264912621987","4,5950586918131"
917,400A10,Br. Villa Mayor,KR 50 - DG 40B Sur,"-74,12797378065815","4,591175207700714"
919,261A10,Br. Villa Mayor,KR 50 - DG 42 Sur,"-74,12831795129463","4,587794143089649"
920,397A10,Br. Villa Mayor,KR 50 - DG 40B Sur,"-74,12801814845002","4,590759578124575"
925,003A09,Urb. Santa Rita,AK 50 - CL 31 Sur,"-74,1231969451174","4,600067704212997"
929,012A08,Salón Comunal el Jazmín,AK 50 - CL 1D,"-74,11695241601431","4,610195737083921"
931,008A07,Br. La Primavera Norte,AK 50 - CL 3,"-74,11403904300398","4,61619106780066"
937,006A06,Batallón Caldas,AK 50 - CL 19,"-74,10216543227705","4,633513580791133"
941,132A05,Pq. Rafael Nuñez,AK 50 - CL 44C,"-74,08857302910293","4,643459531189034"
949,176C03,Avenida Calle 80,AK 68 - AC 80,"-74,07829283206065","4,684841031852019"
956,104C04,C.C. Metrópolis,AK 68 - CL 76A,"-74,08219672702913","4,6816339469335935"
958,102C04,Pq. Metrópolis,AK 68 - CL 74A,"-74,0842157085965","4,680010394821481"
967,120A05,Colegio Cafam,AK 68 - AC 63,"-74,09190911514997","4,668652027749541"
972,119C05,Coliseo El Salitre,AK 68 - CL 57,"-74,09598914369452","4,663394776189037"
974,119D05,Coliseo El Salitre,AK 68 - CL 52,"-74,09577284644207","4,663679250281266"
988,132C06,Banco de la República Central de Efectivo,AK 68 - AC 26,"-74,1049619398588","4,651928979591369"
1001,190B06,Br. Montevideo,AK 68 - CL 20,"-74,11209222130675","4,643690494598123"
1004,002C06,Granjas de Techo,AK 68 - CL 18,"-74,11411099177003","4,641693233524019"
1013,095B07,Br. Lusitania,AK 68 - CL 12A,"-74,11937831284581","4,636517073597572"
1028,098C07,Br. La Igualdad,AK 68 - CL 1,"-74,12484895860298","4,623132608288263"
1043,162A08,Br. Provivienda Oriental,AK 68 - CL 23 Sur,"-74,12877068602815","4,6108005317917184"
1044,162C08,Br. Provivienda Oriental,AK 68 - CL 22 Sur,"-74,12860553076318","4,611281011199952"
1046,162D08,Br. Provivienda Oriental,AK 68 - CL 20 Sur,"-74,1283621591864","4,611963692829959"
1051,114A09,Br. Alquería La Fragua Cl 34 S,AK 68 - CL 35A Sur,"-74,13155101135838","4,605393977097925"
1053,510A09,Br. Alquería La Fragua,AK 68 - CL 37 Sur,"-74,132811911844","4,603543369647183"
1071,087B09,Br. El Tejar,AK 68 - CL 33 Sur,"-74,1308702339001","4,605782856584641"
1075,154B08,Br. Provivienda Norte,AK 68 - CL 23 Sur,"-74,12830007751543","4,6110115275170545"
1076,002B08,Br. Milenta,AK 68 - CL 17 Sur,"-74,12726880887432","4,614341854854906"
1089,100B07,Avenida Calle 3,AK 68 - CL 1 Sur,"-74,1245076095748","4,623074766823125"
1094,099C07,Av. Américas,AK 68 - CL 4D,"-74,12288257698877","4,627363404205819"
1095,099D07,Av. Américas,AK 68 - CL 4D,"-74,12301137024768","4,627027760178676"
1109,126B06,Avenida Calle 17,AK 68 - AC 13,"-74,11619460352884","4,639085874669958"
1113,127C06,Centro Industrial,AK 68 - AC 17,"-74,11364167144143","4,641666136970281"
1119,068B06,Br. Centro Industrial,AK 68 - CL 20,"-74,11131968273884","4,643984875822159"
1124,130B06,Imprenta Nacional de Colombia,AK 68 - AV. La Esperanza,"-74,10640445005048","4,649358807940612"
1125,130D06,Imprenta Nacional de Colombia,AK 68 - AV. Esperanza,"-74,1067233438915","4,648962491358438"
1128,131A06,Banco de la Republica Central de Efectivo,AK 68 - AC 26,"-74,1045940474106","4,651777526519854"
1131,131D06,Banco de la República Central de Efectivo,AK 68 - AC 26,"-74,10504904320369","4,651117489295162"
1140,437A05,Pq. Metropolitano Simón Bolívar,AK 68 - AC 63,"-74,09507579151085","4,663967538409782"
1146,121B05,Pq. El Salitre,AK 68 - AC 63,"-74,09127331454134","4,668904140535715"
1147,121D05,Pq. El Salitre,AK 68 - AC 63,"-74,09185222394471","4,668155755169578"
1149,122A05,Pq. Aquapark,AK 68 - CL 64,"-74,08887320205343","4,672154983027341"
1165,209C03,Entreríos,AK 68 - CL 90,"-74,07676171025274","4,685535273234568"
1171,066A01,Br. Tibabita,AK 7 - CL 189,"-74,0275926378738","4,765874469973937"
1185,229A01,Br. Servitá,AK 7 - CL 165,"-74,02249751126158","4,741456645214213"
1188,231B01,IED Divino Maestro,AK 7 - CL 163A,"-74,02290398814787","4,738709816234993"
1193,045A01,SENA Usaquén,AK 7 - AC 153,"-74,02456340464971","4,72830877479271"
1194,045B01,Br. Barrancas,AK 7 - CL 153,"-74,02427560419562","4,7291084475324965"
1198,238B01,C.C. Show Place,AK 7 - CL 147,"-74,02633073756328","4,722166485458566"
1213,174B01,Br. Santa Bárbara Oriental,AK 7 - CL 124,"-74,02891000016997","4,700262000423614"
1218,170A01,Asociación Médica de Los Andes (Fundación Santa Fe de Bogotá),AK 7 - CL 117,"-74,03283312267878","4,694859591281426"
1219,170B01,Fundación Santa Fe de Bogotá,AK 7 - CL 117,"-74,03273748623701","4,695006072390267"
1245,820A00,Br. Marly,AK 7 - CL 48,"-74,06391469406708","4,635032431843165"
1252,655A00,Torre Colpatria,AK 7 - CL 24,"-74,07000201979208","4,61051260430316"
1258,384A00,Universidad Javeriana,AK 7 - CL 40,"-74,0652160780293","4,627759861845122"
1264,374A00,Universidad De La Salle,AK 7 - CL 58,"-74,06161064112746","4,643882408323977"
1283,049B01,Br. Santa Ana,AK 7 - CL 110,"-74,03451851217046","4,688987665634647"
1285,048B01,C.C. Hacienda Santa Bárbara,AK 7 - CL 113,"-74,0335304587827","4,692087137891049"
1287,169B01,Fundación Sagrado Corazón,AK 7 - CL 116 Bis,"-74,03279825367271","4,694275869876598"
1293,175B01,Br. San Gabriel Norte II,AK 7 - CL 126,"-74,02855582499616","4,7006463161226115"
1297,250B01,Br. Ginebra II,AK 7 - CL 127B,"-74,02838937076727","4,705785695220081"
1314,236A01,IED Agustín Fernández,AK 7 - CL 155,"-74,02401843269945","4,7289855072374"
1320,232A01,CAI Villa Nidia,AK 7 - CL 162A,"-74,02270622493639","4,737738202042775"
1329,321A01,Br. El Redil,AK 7 - CL 174,"-74,02425018905961","4,753329740907111"
1330,316B01,Colegio Claustro Moderno,AK 7 - CL 175,"-74,02433669592314","4,75462295856565"
1331,316A01,Colegio Claustro Moderno,AK 7 - CL 178,"-74,0243690424599","4,754992027996359"
1342,571A01,Urb. Balcones de Oriente,AK 9 - AC 161,"-74,03209247160851","4,738766374209543"
1350,203A01,Br. Lisboa,AK 9 - CL 135,"-74,0327440035144","4,7152440478947515"
1366,289A00,Br. Chicó Norte,DG 92 - TV 91,"-74,05539418078374","4,680493039404321"
1378,200A01,Universidad El Bosque,AK 9 - CL 129,"-74,03259322129396","4,708923274820982"
1380,084A01,Urb. Contador Norte,AK 9 - AC 134,"-74,03245416927449","4,713792630158899"
1381,204A01,Surtifruver de la Sabana,AK 9 - CL 138,"-74,03240028832376","4,71594291083264"
1396,078A09,Br. Villa del Rosario,Auto Sur - CL 37 Sur,"-74,12203912720895","4,594191150580804"
1408,063A10,Br. La Estancia,Auto Sur - KR 75D,"-74,17667284639559","4,596670020577128"
1412,043A10,Estación Madelena,Auto Sur - KR 66A,"-74,15664830815781","4,596106026509317"
1414,044A10,Estación La Sevillana,Auto Sur - KR 60,"-74,14884441241765","4,595095096329333"
1415,380A10,Br. Venecia Occidental,Auto Sur - AV. Boyacá,"-74,14500909214301","4,595062644231874"
1418,095A10,Br. Villa Mayor Antigua,Auto Sur - CL 38 Bis Sur,"-74,12290345114103","4,5936483878762004"
1424,001A13,Avenida 1 de Mayo,AV. 1 de Mayo - KR 2,"-74,08946486304228","4,571172126895"
1435,081B12,Br. Ciudad Jardín Sur,AV. 1 de Mayo - KR 12D,"-74,1001522529281","4,579833070768786"
1437,078B12,Estación Restrepo,AV. 1 de Mayo - KR 13,"-74,10159200439354","4,580797230144126"
1441,110B11,Br. Restrepo,AV. 1 de Mayo - KR 20,"-74,1045537696482","4,583865341430344"
1447,101B11,Br. Restrepo Occidental,AV. 1 de Mayo - KR 26,"-74,10861660533652","4,588962745659251"
1454,206A08,Br. San Eusebio,AV. 1 de Mayo - KR 51,"-74,1230015489667","4,60383000966227"
1456,113A08,Br. San Eusebio,AV. 1 de Mayo - KR 51D,"-74,12482694898023","4,605211777152263"
1465,159A08,Br. Provivienda Oriental,AV. 1 de Mayo - KR 71D,"-74,137370525941","4,616531948787152"
1467,159C08,Br. Provivienda Oriental,AV. 1 de Mayo - KR 70B,"-74,13693131983564","4,616005360649883"
1469,185B08,Br. Ciudad Kennedy Oriental,AV. 1 de Mayo - CL 35 Sur,"-74,14259981773755","4,619374673435491"
1481,180B08,Br. Ciudad Kennedy,AV. 1 de Mayo - CL 42C Sur,"-74,16153134881965","4,615655860271017"
1492,029A09,Br. Catalina,AV. 1 de Mayo - KR 79,"-74,17037963668895","4,61343126279452"
1493,029B09,Br. Catalina,AV. 1 de Mayo - 51 Sur,"-74,17063258340833","4,613398288616994"
1495,026B09,Br. Catalina,AV. 1 de Mayo - CL 48A Sur,"-74,16663526634525","4,613973129331053"
1510,104C09,Br. Provivienda Occidental,AV. 1 de Mayo - CL 35A Sur,"-74,14429561151681","4,618892575254355"
1517,096A09,Br. Tejar,AV. 1 de Mayo - KR 52A,"-74,12681141907099","4,6068329423318755"
1524,094A09,Río Fucha,AV. 1 de Mayo - KR 38B,"-74,11711588064993","4,599467356001409"
1531,033A11,Br. El Centenario,AV. 1 de Mayo - KR 24B,"-74,10750994378856","4,587157572144922"
1532,033B11,Br. El Centenario,AV. 1 de Mayo - KR 24C,"-74,10766133416844","4,587320677917376"
1535,103A11,Br. Olaya,AV. 1 de Mayo - KR 19,"-74,10456228657542","4,583457001873946"
1536,103B11,Br. Olaya,AV. 1 de Mayo - KR 20,"-74,10492355125345","4,5838886650065325"
1539,079A12,Br. San José Sur,AV. 1 de Mayo - KR 14,"-74,10155221621297","4,58044439307254"
1540,079B12,Br. San José Sur,AV. 1 de Mayo - KR 12G,"-74,1021439302024","4,580836863469448"
1551,002A13,Carrera 2,AV. 1 de Mayo - KR 2,"-74,0889131079133","4,570600378629312"
1552,105A13,Colegio San Blas,AV. 1 de Mayo - KR 2B Este,"-74,08683375506727","4,569385899404561"
1554,627A09,Br. Kennedy Supermanzana 6B,Av. 1 de Mayo - CL 37 Sur,"-74,14635299965583","4,618338000500559"
1559,179A08,Br. Villa Nelly III Los Alisos,AV. A. Mejía - CL 42C Sur,"-74,16512493424796","4,621552850244841"
1560,165A08,Salón Comunal Calarcá,AV. A. Mejía - CL 45A Sur,"-74,16781547386385","4,6199961012663096"
1591,031A06,Br. Centro Nariño,AV. Américas - AK 36,"-74,09041621486077","4,626037758946173"
1596,333A07,Br. Eduardo Santos,AV. Américas - KR 59,"-74,1150320020915","4,628564315292773"
1597,062A07,Estación Pradera,AV. Américas - KR 65,"-74,11883583192383","4,628937847712437"
1598,061A07,Estación Marsella,AV. Américas - KR 69C,"-74,12857033746529","4,629829046426087"
1600,059A07,Estación Mandalay,AV. Américas - KR 72B,"-74,14104694412333","4,631186366794013"
1608,094A08,Estación Mundo Aventura,AV. Américas - KR 71B,"-74,13447059981216","4,629771245800297"
1619,162A02,Colegio Marymount,AV. Boyacá - CL 169B,"-74,06601995791918","4,756574595186732"
1633,003B03,Pq. Alto de los Lagartos,AV. Boyacá - AC 127,"-74,08080161285017","4,708812563205927"
1635,587B03,Club Los Lagartos,AV. Boyacá - CL 119,"-74,08154275619724","4,707342035610846"
1643,107B04,Br. Santa María,AV. Boyacá - CL 77A,"-74,09110188813735","4,694024553203147"
1648,032A05,Br. Boyacá,AV. Boyacá - CL 69A,"-74,09725566404055","4,684400607039929"
1651,007B05,Colegio Andrés Frey,AV. Boyacá - CL 66A,"-74,09894396676867","4,6819604935587495"
1665,133A06,C.C. Los Tres Elefantes,AV. Boyacá - CL 23,"-74,11841596834317","4,658944721743649"
1686,068A07,Bavaria,AV. Boyacá - AC 8,"-74,13679375632462","4,637662942131253"
1688,068C07,Bavaria,AV. Boyacá - CL 8A,"-74,13653778587599","4,638291370048319"
1705,017B09,Br. El Progreso I Sector,AV. Boyacá - CL 40 Sur,"-74,14331288603702","4,603612329307493"
1718,001A11,Br. Arborizadora Baja,AV. Boyacá - KR 25,"-74,14136230848358","4,577435431284896"
1723,003A11,Br. San Benito,AV. Boyacá - CL 60A Sur,"-74,13917213676918","4,562056085209481"
1725,004A11,Br. Lucero Alto,AV. Boyacá - KR 18Q,"-74,13915398451222","4,558724778875591"
1739,021A12,Br. Santa Librada,KR 14V - CL 73A Sur,"-74,12158412692428","4,517273801110085"
1740,019A12,Br. La Aurora,KR 14V - DG 69B Sur,"-74,12300088062011","4,521338992250437"
1744,099A11,Central de mezclas,AV. Boyacá - KR 16D,"-74,13632529837868","4,546157987159116"
1750,002A11,Br. San Benito,AV. Boyacá - CL 60 Sur,"-74,13858468887902","4,56278391595099"
1780,205B08,Pq. Mundo Aventura,AV. Boyacá - CL 2A,"-74,13816311400774","4,62451721509955"
1787,103C07,Avenida Américas,AV. Boyacá - CL 6B,"-74,13739829556135","4,63225968856531"
1788,104A07,Cooperativa de Sub-Oficiales,AV. Boyacá - AC 8,"-74,13673449895691","4,636477989556044"
1789,104B07,Cooperativa de Sub-Oficiales,AV. Boyacá - AC 8,"-74,13681957660083","4,636131614295372"
1793,105C07,Cooperativa de Sub-Oficiales,AV. Boyacá - CL 9,"-74,13602397378799","4,638335193200357"
1795,106B07,Avenida Alsacia,AV. Boyacá - CL 11A,"-74,13222086889608","4,643875230172635"
1799,331C07,Br. Villa Alsacia,AV. Boyacá - CL 12B,"-74,12958120985788","4,646537906546653"
1802,056C07,Av. Centenario,AV. Boyacá - AV. Centenario,"-74,12695970038168","4,648495880707083"
1807,134A06,Br. Esperanza Sur,AV. Boyacá - CL 23,"-74,11755863779558","4,659294097738776"
1810,008B06,Avenida Esperanza,AV. Boyacá - AV. Esperanza,"-74,11560934213807","4,661482500651566"
1811,031A05,Avenida Calle 26,AV. Boyacá - AC 26,"-74,11126521518821","4,666457224025515"
1812,031B05,Avenida Calle 26,AV. Boyacá - AC 26,"-74,1114506130898","4,666250153015781"
1830,211B03,C.C. Titan Plaza,AV. Boyacá - CL 93,"-74,08482873691267","4,69651467892375"
