FID,Código Único Paradero SITP,Nombre Paradero,Dirección Paradero,coord_x,coord_y
2304,039A02,C.C. Bulevar Niza,AV. Villas - CL 127D,"-74,07025881399585","4,712692742283232"
2319,122B08,Br. Ciudad Kennedy,CL 26 Sur - KR 73F,"-74,14521372387316","4,623140105409975"
2325,121A08,Dsitrito Militar,CL 26 Sur - KR 78L,"-74,15047215971246","4,6276946982849125"
2330,584A08,Br. Ciudad Kennedy Oriental Supermanzana 2,CL 26 Sur - KR 73,"-74,14350271712455","4,621317535148966"
2349,156B00,Br. El Vergel,KR 24 - CL 2A,"-74,09523344853817","4,598330132865273"
2353,803B00,Br. La Pepita,KR 24 - CL 6 Bis,"-74,09262985146873","4,603579769252673"
2363,048A10,Urb. El Claret,CL 51 Sur - KR 38,"-74,13809444049922","4,588184322504856"
2367,035B10,Br. Fátima,CL 50B Sur - KR 34,"-74,1361120715679","4,5855184480402045"
2380,170A08,Br. Ciudad Kennedy Central,CL 40 Sur - KR 77A,"-74,15308054570067","4,618182224407891"
2388,210A12,Br. Batania,KR 4 A Este -CL 79 A Sur,"-74,10712050345165","4,510681582151215"
2392,040A12,IED Miguel de Cervantes,AV. Caracas - CL 76B Sur,"-74,11497212578455","4,51167627585769"
2393,038A12,C.C. Santa Librada,AV. Caracas - CL 74C Sur,"-74,1161781329181","4,514797207856213"
2400,213A10,Br. Ismael Perdomo,CL 63 Sur - KR 70G,"-74,1640048967854","4,588781794226852"
2402,203A10,Br. Barlovento,KR 72 - CL 62D Sur,"-74,16726195983354","4,589272216181714"
2403,209A10,Urbanización Barlovento,KR 72 - DG 62A Sur,"-74,16726559801045","4,591724374626832"
2413,065A09,Br. La Paz Bosa,CL 62 Sur - KR 82G,"-74,18778082659912","4,616235549545393"
2417,216A08,Br. Villa Nora,CL 59C Sur - KR 87F,"-74,18946602654627","4,623455716880912"
2422,277A09,Br. Las Margaritas III,CL 63 Sur - KR 91,"-74,19577036727762","4,6290303606961185"
2425,242A08,Br. Ciudadela El Recreo,CL 65 Sur -KR 99A,"-74,20008496301082","4,635951788729056"
2429,221A08,Br. Ciudadela El Recreo I,CL 73 Sur - KR 95A,"-74,20396349404723","4,631288982081332"
2431,219A08,Ciudadela El Recreo,CL 73 Sur - KR 99 A,"-74,20481638691734","4,6333743000335765"
2432,232A08,Conjunto Residencial Quintas del Recreo IV,KR 100A - CL 73 Sur,"-74,20483512577415","4,634531799253099"
2433,240A08,Urb. Recreo de los Angeles I,KR 100 - CL 69-48 Sur,"-74,20174601803974","4,635980796235075"
2435,285A08,Parque Público El Recreo,CL 63 Sur - KR 95,"-74,19841764133446","4,633634877829153"
2439,493A09,Colegio Santiago de las Atalayas,CL 59C Sur - KR 89A,"-74,19250400037808","4,628995000147507"
2442,157A09,Br. Bosa Nova El Porvenir,CL 59C Sur - KR 87D,"-74,18935674649195","4,623229137865401"
2452,039A09,Br. Brasilia La Estación,CL 65 Sur - KR 78B,"-74,18244515900159","4,6021538087720995"
2465,196A12,Br. Santa Librada,CL 73D Sur - AV. Caracas,"-74,11765199970307","4,5169109997484105"
2481,140A00,Br. San Martín,AC 32 - KR 13A,"-74,069214972534","4,618948095294219"
2482,074A09,Colegio Nuestra Señora de Nazareth,KR 80C - CL 65D Sur,"-74,18571355789031","4,6076924667584915"
2484,405A05,Br. Centro Engativá II,CL 67A - TV 113B Bis,"-74,1356756717995","4,7098968363424225"
2500,404A11,Br. Restrepo,KR 18 - CL 18 Sur,"-74,10157873088689","4,584535080657699"
2507,063A03,IED Villa Elisa,KR 93 - CL 128,"-74,09296665951315","4,721906335418875"
2512,230A09,Br. Jiménez de Quesada II Sector,TV 80B - CL 65F Sur,"-74,18697484195654","4,606871109314397"
2522,011A11,Br. San Antonio,AK 21 - AC 1,"-74,09634342846279","4,59345452195102"
2528,060A03,Br. El Jordán,AK 91 - CL 128A,"-74,08997753067659","4,720710782223373"
2535,561A08,Br. Ciudad Kennedy Supermanzana 8,CL 37 Sur - KR 78H,"-74,15276505737289","4,623408052469892"
2537,088A04,Br. Los Cerezos,AC 90 - KR 87B,"-74,09614847068994","4,711620902674194"
2543,059A10,Br. Claret,AC 44 Sur - KR 26,"-74,12676485040667","4,582214162469226"
2548,013A11,La Fraguita,AK 21 - CL 7 Sur,"-74,0982041277754","4,591567494010618"
2550,286A08,Br. Santiago de Atalayas,KR 98B - CL 65 Sur,"-74,19985167142985","4,634767924749556"
2553,365A11,Hospital Tunjuelito II Nivel,CL 52 Sur - KR 14,"-74,12586249899198","4,562780154984067"
2558,156A06,La Cabaña,KR 100 - CL 22I,"-74,13931166759068","4,6780623489976225"
2561,223A08,Br. Ciudadela El Recreo,KR 97C - CL 71 Sur,"-74,2022824200622","4,632421149020334"
2566,027A04,Br. Los Cerezos,AC 90 - AV. C. de Cali,"-74,09494140713761","4,71027432467809"
2573,224A08,Ciudadela El Recreo,KR 97C - CL 71 Sur,"-74,20266706070056","4,632322123479376"
2580,105A02,Uniagraria,AC 170 - KR 49B,"-74,05032498134725","4,752679240960675"
2593,130A08,Br. Pastrana,KR 79 - CL 43 Sur,"-74,16461332123578","4,617891148108228"
2595,036A11,Estación Socorro,AV. Caracas - KR 15,"-74,12562218707706","4,564381616787713"
2614,070A09,Registraduría Auxiliar de Bosa,TV 78L - DG 69C Sur,"-74,19111822238987","4,602678733636214"
2647,391A00,C.C. Galerías,AK 24 - AC 53,"-74,07397409689062","4,642250538750381"
2659,103A01,Carrera 16A,CL 163A - KR 16A,"-74,03855673761323","4,7423934991757015"
2666,021A04,Br. Ciudad Bachué I Etapa,AC 90 - TV 94L,"-74,0995832052299","4,71468649727049"
2675,278A12,Salón Comunal Bosques de Bari,CL 48P Sur - TV 5D,"-74,11078615173203","4,554038633260233"
2684,146A01,Estación Calle 187,Auto Norte - CL 187Bis,"-74,04384158571851","4,764239135344799"
2689,028A03,Aures I,AC 132 - KR 99A,"-74,09383499981287","4,733938999783251"
2692,114A07,Br. Comuneros,AC 6 - KR 31C,"-74,10079611861137","4,60834194103534"
2697,024B03,Villa Elisa,AC 132 - KR 94B,"-74,08978809394948","4,732103595259327"
2710,005A12,Estación Molinos,AV. Caracas - KR 7,"-74,12150399989588","4,556637000279978"
2715,101A02,Cementerio Jardines del Recuerdo,Auto Norte - CL 197,"-74,04261804526725","4,776809508695882"
2724,101A04,Br. La Serena,AC 90 - KR 76B,"-74,09249147138911","4,708283805127248"
2730,270A12,Br. San Agustín,KR 5I - CL 49A Sur,"-74,1149834544386","4,553204331814931"
2733,312A11,IED San Francisco,CL 64 Sur - KR 22,"-74,14671517522555","4,566473756163411"
2734,216A13,Estación Av. 1 de Mayo,CL 17 Sur - KR 9A,"-74,09219734499877","4,577856569357274"
2736,117A06,Avenida Américas,AK 40 - CL 20A,"-74,0955724556584","4,627804967843624"
2743,196A08,Gimnasio Militar Fuerza Aérea Colombiana,K 78 K - CL 6 Sur,"-74,14935153475173","4,628307798890898"
2752,314A05,Gimnasio Campestre La Sabana,TV 85 - CL 63F,"-74,11112143623372","4,683308693030397"
2756,398A06,Urb. Industrial San Pedro,CL 17 - KR 96C,"-74,14180670505465","4,667297927561204"
2758,115A07,Br. Pensilvania,AC 6 - KR 32,"-74,10027086468158","4,6087682363316"
2767,186A00,San Luis,TV 25 - DG 53D,"-74,07359229133529","4,644890635676818"
2772,380A01,Avenida Calle 164,CL 164 - KR 19B,"-74,0436550110239","4,74453180499062"
2776,029A02,Carrera 62,AC 170 - KR 58,"-74,05836508729473","4,75488435318648"
2784,031A12,Br. Cartagena,AV. Caracas - CL 69F Sur,"-74,1182272206239","4,523761638718506"
2799,272A11,IED Lucero Alto,KR 18I - CL 68A Sur,"-74,14743520007862","4,550087894422966"
2800,276A11,Br. Lucero Medio,KR 18C - CL 67A Sur,"-74,14527217814702","4,551410104169384"
2810,024A13,Br. Granada Sur,TV 3 - CL 27 Sur,"-74,0936710967994","4,5688984206279635"
2818,075A04,Br. Autopista Medellín,KR 76 - CL 80B,"-74,09252324300408","4,698245781402711"
2822,269A12,IED Marruecos y Molinos,DG 48Y Sur - TV 5R Bis,"-74,1163088710296","4,555184209045068"
2844,304A05,Pq. Ciudadela Indutrial El Dorado,AV. C. de Cali - CL 64C,"-74,11407306669535","4,685924009143655"
2854,190A05,Centro Renacer DABS,KR 77A - CL 64J,"-74,10537650697252","4,6838696029089935"
2855,226A04,Br. San Fernando Occidental,KR 65 - AC 72,"-74,08342585949303","4,674928261241511"
2864,062A06,Colegio Militar José Antonio Galán,CL 17 - KR 103B,"-74,14806546437016","4,675352175932356"
2866,101A08,Br. Holanda I Sector,KR 88C - CL 56 Sur,"-74,18692947254314","4,627827141197884"
2867,420A01,Br. Toberín,KR 21 - CL 169,"-74,04405417831873","4,7496545413554525"
2869,501A01,Avenida Laureano Gómez,CL 188 - AK 9,"-74,03159002590378","4,76481937181014"
2876,011A12,Portal Usme,AV. Caracas - CL 64 Sur,"-74,1215470112317","4,530127578855329"
2877,211A05,Br. El Mirador,KR 122 - CL 63A,"-74,14541758844206","4,7121418379535625"
2880,277A11,Br. Lucero Medio,KR 18C - CL 67 Sur,"-74,14499198103348","4,551936003821574"
2883,569A01,Vereda Torca,Auto Norte - CL 224,"-74,03762152043555","4,801873386014854"
2884,104A02,Parque Comercial Bima,Auto Norte - AC 235,"-74,03771131423474","4,806506857489039"
2889,018A13,Cl 41 A Bis Sur,AK 4 E - CL 41 A BIS Sur,"-74,09255527692711","4,54926645651957"
2890,019A13,Cl 41 Sur,KR 4 E - CL 41 Sur,"-74,0926232901739","4,549535282900297"
2892,150A09,Br. Grancolombiano I,CL 75 Sur – KR 80M,"-74,20253628755475","4,610381616777136"
2894,555A08,Kennedy Norte Manzana 12A,AV. A. Mejía - CL 2,"-74,15539236008436","4,633375609973904"
2895,717A00,IED Antonio José Uribe,AC 6 - KR 9,"-74,08139471114345","4,592548566566352"
2899,437A04,Br. Bosques de Granada,KR 113 - CL 72F,"-74,12689097387256","4,715680834515598"
2903,052A07,Br. San Francisco,TV 42 - CL 3,"-74,11340285881472","4,615631289544788"
2904,279A00,Cl 67,KR 9 - CL 67,"-74,05950569977055","4,6519946351512145"
2914,318A01,Universidad San Buenaventura,AC 170 - KR 8H,"-74,03054499956409","4,748186000146297"
2918,314A08,C. C. Casablanca,CL 47B Sur - KR 79D,"-74,16854380543835","4,617939895427676"
2919,066C05,Br. Los Laureles,KR 113B - CL 63I,"-74,1394319448207","4,7090277301809484"
2920,191A05,Br. Villa Luz,KR 77A - CL 65A,"-74,1051014814601","4,684359153972523"
2927,249A12,Br. San Agustín,CL 49C Sur - KR 5C,"-74,1136947546882","4,548638874288874"
2930,422A00,Br. Santa Isabel Sur,KR 26 - CL 1D,"-74,09929293800204","4,597186242368296"
2932,002A05,Br. Nicolás de Federmán,AK 50 - CL 59,"-74,08451395555903","4,650900777932026"
2937,087A03,Humedal Juan Amarillo,KR 91 - CL 96A,"-74,09575762898118","4,715107618717397"
2942,096A05,Pq. Empresarial El Dorado,TV 93 - CL 53,"-74,11968779952917","4,68758240107129"
2943,053A05,Pq. Álamos,KR 96 - CL 71A,"-74,11435896631433","4,699178214543012"
2946,068A04,Sidauto,KR 91 - CL 96,"-74,09576985684883","4,7149717642800075"
2954,174A00,Br. El Listón,KR 22 - AC 19,"-74,0839959752881","4,613797261198222"
2956,159A06,Br. Villa Carmenza,CL 17 - KR 112B,"-74,15329540205539","4,680778572884025"
2962,439A01,Colegio Mayor José Celestino Mutis,CL 187 - KR 9,"-74,03230941564793","4,763951636318445"
2976,147A11,Br. Los Andes Sector V Nutibara,KR 20 - CL 70L Sur,"-74,15368238819494","4,546150205359601"
2979,264A11,Br. Vista Hermosa,DG 71B Sur - KR 18I,"-74,14914957281461","4,546848001405811"
2999,096A04,CAI Villas de Granada,KR 112 A - CL 77C,"-74,12254180018743","4,717268737964092"
3005,050A07,IED el Jazmín,TV 42 - CL 3B,"-74,1134216066547","4,615068289188408"
3006,375A07,Urb. La Primavera,TV 42 - CL 4B,"-74,11002063978624","4,616482184195492"
3014,318A11,Br. Las Acacias,CL 64 Sur - KR 20,"-74,14559765214752","4,56276843688562"
3022,039A13,Pq. La Herradura,AV. V/cio - CL 41A Sur,"-74,089044350878","4,5485158076479015"
3030,006A13,Av. La Victoria,KR 3 Este - CL 22 - 61 Sur,"-74,08589829534448","4,568619059228896"
3035,291A08,Br. El Corzo,CL 56F Sur - KR 102B,"-74,1949147866482","4,641789014725108"
3036,353A08,Br. El Anhelo,CL 56F Sur - KR 94C,"-74,1915651144808","4,6357562438861155"
3051,026A12,Br. Gran Yomasa,CL 84 Sur – KR 8,"-74,10946213202129","4,5067310282213215"
3068,131A01,Br. Verbenal San Antonio,AC 183 - KR 9A,"-74,03222695479643","4,760270886720525"
3073,267A00,Br. San Luis,AC 57 - KR 20,"-74,07091808219296","4,645042203044508"
3077,067A04,Plaza de Mercado Quirigua,KR 91 - AC 90,"-74,09739069070922","4,713555576922961"
3080,095A05,Pq. Empresarial El Dorado,TV 93 - AC 63,"-74,11915414275822","4,688084246615928"
3093,163A00,Br. La Soledad CL 39,AK 24 - CL 37,"-74,07556724018238","4,627283947541921"
3097,417A09,Br. San Andrés,TV 72D - CL 43 Sur,"-74,14745203989692","4,602179569976054"
3106,564A01,Br. Balcones de Vista Hermosa,KR 2 - CL 190A,"-74,02305901850129","4,767411572298943"
3111,473A01,Br. Buenavista,Kr5D - CL 188B,"-74,0261725056142","4,765406369306754"
3121,037A09,Parque Los Urapanes,CL 40 Sur - KR72G,"-74,14558012781293","4,606143091566319"
3124,422A11,IED Rufino Jose Cuervo,CL 53 Sur - KR 12A,"-74,12577011984143","4,560442156841414"
3162,160A06,Br. Villa Carmenza,CL 17 - KR 112,"-74,15270395666222","4,680501655064814"
3171,067A13,Br. Barcelona Sur,DG 36B Sur - KR 10A,"-74,10374100003028","4,565610000309036"
3190,151A01,Br. Santa Teresa,AC 170 - AK 7,"-74,02467862526301","4,747235802532361"
3191,099A04,Carrera 112C,CL 79 - KR 112C,"-74,1217309996766","4,719946000066097"
3193,082A04,Br. Ciudadela Colsubsidio,KR 114 - AC 80,"-74,1203325033406","4,721817304751791"
3199,069A02,Br. Las Villas Sector II,CL 129 - KR 59B Bis,"-74,07267531804273","4,719468297835594"
3200,129A03,Br. Lisboa,CL 132 D - KR 149 C,"-74,11962908743884","4,744406216640082"
3206,224A11,Br. Candelaria La Nueva,KR 38 - CL 62 Sur,"-74,15169484766254","4,571696010728844"
3216,508A13,Br. San Cristóbal Sur,KR 10C Este - CL 11 Sur,"-74,07959356564261","4,572069641931388"
3217,413A13,Hospital Centro Oriente Lourdes,AC 6 - KR 2A,"-74,07499054961774","4,589797592877625"
3225,092A05,Br. Santa Cecilia,AC 53 - KR 78,"-74,11189502133895","4,6787496216543225"
3233,185A06,Veracruz Sector II,KR 100 - CL 25H,"-74,12997783132718","4,687157883187878"
3242,066A12,Puerto Rico,DG 38E Sur - TV 11A,"-74,10786608986609","4,564829982899886"
3247,084A05,Estación Ciudad Universitaria,KR 33 - CL 25D,"-74,08380354357782","4,629676206139115"
3250,429A01,Br. El Verbenal,CL 187 - KR 17B,"-74,03874418008043","4,764575972020341"
3262,507A09,Br. La Campiña,CL 40 Sur - KR 72D,"-74,14407827671025","4,603875182547197"
3263,125A11,Br. Bella Flor,KR 27B - CL 71U Sur,"-74,16106297890862","4,54716928546799"
3265,427A11,IED Paraíso Mirador,KR 27B - CL 71 Sur,"-74,1588182057946","4,55329242736496"
3278,252A12,Br. San Agustín,KR 5B - CL 48Z Bis Sur,"-74,11169425865275","4,5481455849532635"
3317,782A00,Br. La Merced,KR 5 - CL 33A,"-74,0655095738023","4,619561536557201"
3328,035A03,C.C. Rosales de Suba,KR 92 - CL 156,"-74,08141768825179","4,752583455294801"
3352,035A11,Estación Santa Lucía,AV. Caracas - DG. 45C Sur,"-74,12487718726247","4,570920067110665"
3356,069A12,Br. Puerto Rico,TV 5J - DG 48 Sur,"-74,11060224683042","4,56106178326332"
3371,383A08,Br. Galán,CL 40 Sur - KR 98C,"-74,17542225317955","4,6483463814695485"
3372,404A08,Centro Educativo Cafam Bellavista,CL 40 Sur - KR 96,"-74,1737135551012","4,646028678568529"
3379,343A05,Boyacá,KR 74A - CL 71A,"-74,09773915798772","4,68883861193577"
3387,451A01,Br. La Estrellita I,KR 4 - CL 187D,"-74,0240439197007","4,7646920379161255"
3405,220A09,Br. Piamonte Etapa I,CL 68A Sur - TV 79,"-74,18928571490581","4,604516078643116"
3409,178A13,Br. Altamira,KR 11 E - CL 42B Sur,"-74,08746242754414","4,545565689890098"
3413,128A02,Colegio Hijas de Cristo Rey,AC 138 - AV. Villas,"-74,06630132913077","4,728969100752933"
3418,269A09,Jardín Infantil El Recreo,KR 92 - CL 70 Sur,"-74,19946866572532","4,6284618742104735"
3431,043A11,Br. Buenos Aires,KR 17A - CL 78C Sur,"-74,13982735086941","4,537958586182752"
3438,070A08,Br. Remanso,AC 8 Sur - KR 42,"-74,11767611946846","4,607144333810756"
3443,083A05,Br. Villa Luz,CL 66A - KR 78,"-74,10574604872758","4,686444461357832"
3457,236A13,Br. San Blas II Sector,TV 5A Este - CL 22A Sur,"-74,08333073149771","4,56601228864516"
3474,257A12,Br. Diana Turbay Arrayanes,KR 2B BIS E - CL 48Z Sur,"-74,1061323557408","4,542516450420737"
3485,107A06,Industria Nacional de Gaseosas,AK 96 - CL 24C,"-74,12726093064929","4,681022931426299"
3486,389A05,Florida Blanca,CL 68A - TV95,"-74,11575124181698","4,695801335592901"
3488,139A10,Br. Nuevo Muzú I Sector,DG 51 Sur - KR 54,"-74,14268735496871","4,59050075218432"
3504,224A02,Br. Picadelly,KR 55A - CL 163,"-74,05691212879802","4,746717935656248"
3505,418A09,Parque San Andrés,TV 72D - CL 40 Sur,"-74,14386760111485","4,602992321602939"
3509,171A12,Br. Puerta al Llano,KR 7C Este - CL 114 Sur,"-74,10161330704219","4,487485006652031"
3512,470A01,Br. Buenavista,KR 6A - CL 188C,"-74,02720811940634","4,76589595947472"
3514,474A01,IED Nuevo Horizonte,KR 5B - CL 189B,"-74,0257990534927","4,766515899726959"
3522,106A00,Gimnasio Moderno,KR 9 - CL 76,"-74,05400505387615","4,660297771680661"
3525,508A09,Br. La Campiña,CL 40 Sur - TV 72D Bis,"-74,14399327452479","4,603881242728269"
3531,274A12,Br. Molinos del Sur,TV 5Y - DG 48L Sur,"-74,11748147341099","4,558222049204884"
3532,275A12,Br. Molinos del Sur,TV 6 Bis - DG 48J Sur,"-74,11667660357767","4,559487103904729"
3541,133A13,Cl 75B S,AV. Circunvalar - CL 75B Sur,"-74,08891645862931","4,515460890403276"
3551,353A11,Br. Tunjuelito,AK 16B - CL 59-34 Sur,"-74,13158295544989","4,5608082647869255"
3554,087A13,Br. La Gloria,KR 9 Este - CL 43B Sur,"-74,08949021170297","4,544712504368341"
3569,115A06,Br. Veracruz Sector II,KR 100 - CL 25H,"-74,12976284471675","4,687175929077623"
3576,441A00,Br. Eduardo Santos,CL 4 - KR 16,"-74,08778841088936","4,596633151415275"
3577,437A00,Br. La Estanzuela,DG 4A - KR 18C,"-74,09131303265332","4,597448465810268"
3578,605A08,Br. Hipotecho Occidental III,CL 8 Sur - KR 70,"-74,13265752468433","4,617908667487994"
3596,382A09,Br. Tocarema,KR 78 - CL 43A Sur,"-74,16210893680127","4,611662120705449"
3597,336A08,IED Los Periodistas,CL 42 Sur - TV 78H,"-74,15987084535634","4,616636237910406"
3600,162A04,Hacienda Santa Isabel,Cl 78 B - Kr 114,"-74,12308450748485","4,722097243787991"
3606,353A05,Br. Villas de Alcalá,DG 77 - TV 120A,"-74,13306600032212","4,720675000153734"
3612,344A04,Br. El Dorado Industrial,KR 116 - DG 77B,"-74,12540686090345","4,721518436079792"
3617,277A07,Br. Los Ejidos,CL 12 - KR 39,"-74,1012970138239","4,619247586105382"
3623,373A03,COSTA RICA,CL 130C - KR 94D,"-74,09217302760405","4,729099010627482"
3626,149A10,IED Rafael Uribe Uribe,CL 48C Sur - KR 28,"-74,1325147239952","4,582923273193192"
3629,321A07,Br. Primavera Occidental,KR 41A - CL 3C,"-74,11116164213091","4,61419680034582"
3634,315A11,Br. Millán,DG 64 Bis Sur - TV 19C,"-74,14488575165788","4,560604485160907"
3636,622A01,Br. Santa Bárbara Central IV Sector,AK 11 - CL 119,"-74,03564721118897","4,698162383600813"
3650,217A09,Br. El Retazo,DG 69B Sur - TV 78L,"-74,19096442452503","4,6033926619548335"
3651,218A09,Br. San Pablo Bosa,DG 69B Sur - TV 78L,"-74,19093711484206","4,603657014203929"
3659,045A12,Br. Gustavo Restrepo,CL 27 Sur - KR 12B,"-74,10249993344782","4,575466451320102"
3663,042A00,Br. La Estanzuela,AC 6 - KR 19,"-74,08990399997734","4,600865999894509"
3679,184A07,Br. Valladolid,CL 8C - KR 80F,"-74,14590214240127","4,64469460175456"
3681,086A07,Br. Castilla,KR 78 - CL 8C,"-74,14044835173375","4,6409347865969055"
3708,008A02,Colegio Sagrado Corazón de Jesús,AC 153 - KR 45,"-74,05119483171497","4,738088102555994"
3718,228A08,Conjunto Residencial Casagrande,CL 73 Sur - KR 104,"-74,2063945777512","4,636863482693521"
3722,422A05,La Reliquia,CL 63A - KR 70C,"-74,10053385636247","4,671966161430663"
3731,131A02,Br. Atenas,AC 138 - 73-52,"-74,07198196506877","4,730944376559741"
3739,292A08,Br. Cañaveralejo,CL 56F Sur - KR 102A,"-74,19479174799697","4,641410777664323"
3757,525A08,AV. Tintal,CL 49 Sur - AK 89B,"-74,18045901804437","4,635441857405203"
3770,352A08,Avenida Ciudad de Cali,CL 46 Sur - KR 83,"-74,17274474272854","4,626511079251908"
3780,369A09,Br. Timiza B,KR 74 - CL 43A Sur,"-74,1593722426444","4,609460792269009"
3784,148A07,Biblioteca Pública El Tintal,CL 6D - AV. C. de Cali,"-74,15381682017889","4,643893371188391"
3785,480A11,Br. Arborizadora Alta,CL 68C Sur - KR 39,"-74,1536293884915","4,5703065947368415"
3787,258A06,Br. El Refugio,CL 23B - KR 122,"-74,15097318518072","4,694081853441315"
3792,090A06,Br. Atahualpa,AC 22 - KR 105,"-74,1444404953991","4,680062483654817"
3801,280A11,Urbanización las Quintas,KR 17N - CL 70C Sur,"-74,14189828111134","4,545836336390838"
